MANDT	KUNNR	LAND1	NAME1	NAME2	NAME3	NAME4	SORTL	ORT01	PSTLZ	REGIO	STRAS	PFACH	PSTL2	ADRNR	KTOKD	XCPDK	LOEVM	SPERR	KNRZA	KONZS	SPRAS	ERDAT	ERNAM	TELF1	STCD1	STCD2	STCEG
100	0000101768	DE	Erlenbach Sanitärtechnik SE				ERLENBACH	Meerbusch	40667	NW	Hafenplatz 61			0500001158	DEBI						D	20220107	SAPUSER1	0539 7399359	273/338/10875		DE993039399
100	0000101769	US	Talfurt Formenbau Inc.				TALFURT	Atlanta	30303	GA	Industrieplatz 75a	96193	30303	0500001159	DEBI						E	20190617	SAPUSER1	0694 2426020			
100	0000101770	DE	Zederstein Elektrotechnik GmbH & Co. KG				ZEDERSTEIN	Bielefeld	33602	NW	Bahnhofgasse 140a			0500001160	DEBI						D	20220209	SAPUSER2	0985 8131920	720/986/67263		DE679123627
100	0000101772	DE	Birkenberg Messtechnik GmbH & Co. KG				BIRKENBERG	Mainz	55116	RP	Haselstraße 173b			0500001161	DEBI						D	20220227	SAPUSER3	0501 5804631	362/789/10211		DE300706353
100	0000101773	DE	Eichgrund Fördertechnik GmbH				EICHGRUND	Bielefeld	33602	NW	Raiffeisenplatz 25			0500001162	DEBI						D	20201016	SAPUSER1	0818 2518978	239/501/11047		DE660031659
100	0000101774	DE	Mühlried Klimatechnik GmbH & Co. KG				MÜHLRIED	Karlsruhe	76133	BW	Kirschweg 8			0500001163	DEBI						D	20190515	SAPUSER1	0354 200892	639/673/92515		DE247377380
100	0000101776	DE	Lärchendorf Pumpen GmbH				LÄRCHENDOR	Ahrensburg	22926	SH	Amselstraße 189a			0500001164	DEBI						D	20221107	SAPUSER2	0287 5816913	115/303/61736		DE543787552
100	0000101779	DE	Nordbrück Armaturen GmbH				NORDBRÜCK	Düsseldorf	40213	NW	Raiffeisenplatz 131	64384	40213	0500001165	DEBI						D	20210801	SAPUSER4	0867 6893125	484/419/37152		DE203958409
100	0000101780	DE	Bergbrück Baustoffe GmbH				BERGBRÜCK	Bochum	44787	NW	Pappelallee 69	30797	44787	0500001166	DEBI						D	20190618	SAPUSER1	0988 1986039	983/958/21964		DE867834872
100	0000101784	DE	Weidensee Systemtechnik GmbH				WEIDENSEE	Aurich	26603	NI	Postring 192			0500001167	DEBI						D	20220219	SAPUSER1	0712 7792694	878/641/19125		DE336632045
100	0000101785	DE	Zederfels Lagertechnik GmbH				ZEDERFELS	Ahrensburg	22926	SH	Bahnhofweg 183			0500001168	DEBI						D	20190901	SAPUSER3	0252 6645947	574/430/55410		DE830145306
100	0000101786	US	Espenhaus Behälterbau Inc.				ESPENHAUS	Atlanta	30303	GA	Tannenplatz 118			0500001169	DEBI						E	20210627	SAPUSER5	0596 9115243			
100	0000101789	DE	Fichtenfeld Apparatebau e.K.				FICHTENFEL	Esslingen am Neckar	73728	BW	Industriering 156			0500001170	DEBI						D	20190204	SAPUSER1	0792 8493865	189/402/95212		DE764823480
100	0000101790	DE	Birkenau Werkzeugbau GmbH & Co. KG				BIRKENAU	Konstanz	78462	BW	Fasanendamm 189			0500001171	DEBI						D	20220608	SAPUSER1	0221 3260289	785/202/26530		DE573031062
100	0000101791	AT	Holundersee Papier KG				HOLUNDERSE	Innsbruck	6020		Hafenallee 191	32935	6020	0500001172	DEBI						D	20190418	SAPUSER3	0738 4917769			ATU07648779
100	0000101792	DE	Altstein Fördertechnik GmbH				ALTSTEIN	Sankt Augustin	53757	NW	Nelkenplatz 187b			0500001173	DEBI						D	20190411	SAPUSER3	0803 2115034	636/943/82309		DE331183207
100	0000101793	DE	Mühlsee Oberflächentechnik GmbH				MÜHLSEE	Aalen	73430	BW	Zeppelinallee 172			0500001174	DEBI						D	20190424	SAPUSER3	0411 7671575	101/919/41212		DE150927521
100	0000101794	DE	Lindenbach Speditionen GmbH & Co. KG				LINDENBACH	Hagen	58095	NW	Hafenring 108b			0500001175	DEBI						D	20210425	SAPUSER3	0900 3414290	772/374/91889		DE376758837
100	0000101795	NL	Berntal Metallbau B.V.				BERNTAL	Amsterdam	1012 AB		Mühlengasse 151			0500001176	DEBI						E	20210622	SAPUSER5	0831 8363086			NL525573239B97
100	0000101797	DE	Oststein Möbelwerke GmbH & Co. KG				OSTSTEIN	Rosenheim	83022	BY	Lerchendamm 1b			0500001177	DEBI						D	20190706	SAPUSER5	0431 7253496	638/413/23141		DE971722298
100	0000101799	AT	Brandfurt Formenbau AG				BRANDFURT	Innsbruck	6020		Rosendamm 12			0500001178	DEBI						D	20190509	SAPUSER3	0819 3042034			ATU89666480
100	0000101800	DE	Falkenried Apparatebau UG (haftungsbeschränkt)				FALKENRIED	Düren	52349	NW	Heideplatz 171			0500001179	DEBI						D	20190707	SAPUSER3	0989 3239133	666/378/85945		DE821173409
100	0000101801	CH	Kiefernfels Chemie AG				KIEFERNFEL	Lausanne	1003		Raiffeisenstraße 20			0500001180	KUNA	X					D	20190609	SAPUSER5	0489 3899764			CHE939075656MWST
100	0000101802	DE	Kleinhof Haustechnik KG				KLEINHOF	Celle	29221	NI	Pappelring 163b			0500001181	DEBI						D	20240816	SAPUSER1	0679 8615419	473/849/35522		DE267017285
100	0000101803	DE	Kleinau Oberflächentechnik GmbH				KLEINAU	Hattingen	45525	NW	Rosengasse 105b			0500001182	DEBI						D	20200714	SAPUSER3	0925 6882672	198/783/13459		DE560941629
100	0000101804	DE	Langgrund Sanitärtechnik e.K.				LANGGRUND	Jena	07743	TH	Kirschplatz 27			0500001183	DEBI						D	20230830	SAPUSER2	0377 4666611	537/457/43283		DE694728523
100	0000101805	DE	Kieferngrund Umformtechnik GmbH & Co. KG				KIEFERNGRU	Halberstadt	38820	ST	Lindengasse 174a			0500001184	DEBI						D	20240203	SAPUSER4	0490 9077312	681/791/54016		DE597445354
100	0000101808	DE	Kastaniengrund Bauelemente AG				KASTANIENG	Remscheid	42853	NW	Rosenplatz 184			0500001185	KUNA	X					D	20231116	SAPUSER2	0212 9310142	578/511/28332		DE881076774
100	0000101809	FR	Birkenwald Industrieservice S.A.S.				BIRKENWALD	Strasbourg	67000		Postgasse 119			0500001186	DEBI						F	20191218	SAPUSER3	0952 4582339			FR01516662013
100	0000101810	DE	Mühlheim Haustechnik UG (haftungsbeschränkt)				MÜHLHEIM	Bremerhaven	27568	HB	Domgasse 72			0500001187	DEBI						D	20230718	SAPUSER3	0255 6886247	954/793/12423		DE331792230
100	0000101811	DE	Holunderwald Armaturen GmbH				HOLUNDERWA	Fulda	36037	HE	Burgplatz 141a			0500001188	DEBI						D	20231106	SAPUSER5	0884 9271296	435/526/33807		DE351859957
100	0000101815	DE	Bernheim Elektrotechnik GmbH & Co. KG				BERNHEIM	Vechta	49377	NI	Rosengasse 28b			0500001189	DEBI						D	20211019	SAPUSER2	0785 6599742	377/722/73000		DE553166357
100	0000101817	DE	Neuau Baustoffe KG				NEUAU	Landshut	84028	BY	Marktweg 42			0500001190	DEBI						D	20230515	SAPUSER1	0254 4700929	996/494/82911		DE128896309
100	0000101818	DE	Nordmark Getränke UG (haftungsbeschränkt)				NORDMARK	Heidelberg	69117	BW	Fasanendamm 160			0500001191	DEBI						D	20221104	SAPUSER2	0487 4685424	189/543/69257		DE515334766
100	0000101819	DE	Kleinwald Systemtechnik GmbH				KLEINWALD	Vechta	49377	NI	Nussbaumdamm 78			0500001192	KUNA	X					D	20211028	SAPUSER2	0885 9984384	717/896/16424		DE927391822
100	0000101820	DE	Haselfurt Systemtechnik GmbH				HASELFURT	Jena	07743	TH	Amselgasse 119			0500001193	DEBI						D	20190405	SAPUSER4	0370 515725	562/453/49554		DE153844710
100	0000101824	DE	Ulmenburg Kunststofftechnik GmbH				ULMENBURG	Hof	95028	BY	Feldring 133			0500001194	DEBI						D	20191212	SAPUSER5	0430 4847405	913/156/45120		DE164506028
100	0000101825	DE	Fichtendorf Bauelemente GmbH				FICHTENDOR	Siegen	57072	NW	Brunnenring 39	12622	57072	0500001195	DEBI						D	20200928	SAPUSER3	0597 6458589	499/905/36410		DE467748118
100	0000101826	DE	Brandweg Logistik e.K.				BRANDWEG	Essen	45127	NW	Postplatz 165	2107	45127	0500001196	DEBI						D	20211123	SAPUSER3	0545 7037075	635/615/63158		DE686619064
100	0000101827	DE	Südwald Druckguss GmbH				SÜDWALD	Iserlohn	58636	NW	Lindendamm 169a			0500001197	DEBI						D	20200402	SAPUSER3	0675 5129782	117/313/70019		DE285846403
100	0000101828	DE	Neumark Papier GmbH				NEUMARK	Mönchengladbach	41061	NW	Domgasse 150			0500001198	DEBI						D	20230713	SAPUSER4	0211 2007503	314/648/72335		DE618090084
100	0000101830	DE	Ahornfeld Chemie GmbH				AHORNFELD	Schweinfurt	97421	BY	Schulring 144			0500001199	DEBI						D	20200322	SAPUSER2	0809 1581105	919/864/21028		DE593186968
100	0000101831	DE	Bergau Maschinenbau GmbH & Co. KG				BERGAU	Meppen	49716	NI	Hafenallee 136a			0500001200	DEBI						D	20190817	SAPUSER3	0871 7957100	645/869/51433		DE920396279
100	0000101832	AT	Haselfeld Armaturen KG				HASELFELD	Klagenfurt	9020		Ahorndamm 130			0500001201	DEBI						D	20220506	SAPUSER3	0245 820218			ATU09493968
100	0000101833	DE	Weißheim Fahrzeugteile GmbH				WEISSHEIM	Mannheim	68159	BW	Marktplatz 126b			0500001202	DEBI						D	20220904	SAPUSER4	0739 1419277	877/362/61281		DE884947261
100	0000101834	DE	Steinmark Antriebstechnik KG				STEINMARK	Gera	07545	TH	Ulmengasse 153			0500001203	DEBI						D	20230115	SAPUSER3	0598 2210192	583/270/88714		DE915520089
100	0000101835	DE	Südweg Fahrzeugteile GmbH				SÜDWEG	Torgau	04860	SN	Erlenring 70b			0500001204	DEBI						D	20221001	SAPUSER5	0665 7317347	610/126/41380		DE373278234
100	0000101839	DE	Weißbach Kunststofftechnik SE				WEISSBACH	Recklinghausen	45657	NW	Lindenring 86			0500001205	DEBI						D	20200908	SAPUSER3	0912 8961867	919/629/46785		DE873340901
100	0000101840	FR	Steintal Stahlbau S.A.S.				STEINTAL	Rennes	35000		Erlengasse 168			0500001206	DEBI						F	20210330	SAPUSER2	0749 2526094			FR48912942168
100	0000101841	DE	Rotsee Druckguss GmbH				ROTSEE	Chemnitz	09111	SN	Erlenallee 33			0500001207	DEBI						D	20231102	SAPUSER4	0853 4854257	768/932/33107		DE807713014
100	0000101843	FR	Ulmenheim Apparatebau S.A.R.L.				ULMENHEIM	Grenoble	38000		Domallee 91			0500001208	DEBI						F	20230217	SAPUSER3	0239 1657705			FR35221064380
100	0000101844	DE	Lindenweg Verpackungen KG				LINDENWEG	Offenburg	77652	BW	Nussbaumstraße 100b			0500001209	DEBI						D	20210529	SAPUSER2	0796 1534098	721/270/22846		DE329511085
100	0000101845	DE	Brandried Schweißtechnik GmbH				BRANDRIED	Freiburg	79098	BW	Wiesenallee 13			0500001210	DEBI						D	20230117	SAPUSER3	0768 9524440	846/103/49029		DE697804874
100	0000101846	DE	Espenau Behälterbau UG (haftungsbeschränkt)				ESPENAU	Rheine	48431	NW	Kirschring 178a			0500001211	DEBI						D	20210612	SAPUSER5	0689 7975144	894/339/93000		DE701025889
100	0000101847	DE	Talbach Papier GmbH				TALBACH	Neuwied	56564	RP	Pappelweg 197b			0500001212	DEBI						D	20220113	SAPUSER4	0555 3274105	973/681/61901		DE712774771
100	0000101848	DE	Holunderhof Aufzugstechnik GmbH				HOLUNDERHO	Nürnberg	90402	BY	Birkenweg 196			0500001213	DEBI						D	20210312	SAPUSER4	0734 1218062	770/872/73158		DE817616397
100	0000101849	DE	Kastanienbrück Anlagenbau eG				KASTANIENB	Bremerhaven	27568	HB	Zeppelinplatz 1			0500001214	DEBI						D	20200927	SAPUSER3	0673 1674426	593/895/17985		DE505274367
100	0000101850	DE	Hartsee Logistik KGaA				HARTSEE	Bernburg	06406	ST	Marktring 86			0500001215	DEBI						D	20240108	SAPUSER4	0515 8277326	570/875/63851		DE304044024
100	0000101851	DE	Südried Kunststofftechnik AG				SÜDRIED	Regensburg	93047	BY	Bahnhofallee 94			0500001216	DEBI						D	20221014	SAPUSER3	0821 1513221	682/998/62206		DE520526982
100	0000101852	DE	Grünberg Apparatebau AG				GRÜNBERG	Wittenberg	06886	ST	Rosenstraße 101b	27850	06886	0500001217	DEBI						D	20191204	SAPUSER1	0656 1376253	522/689/22263		DE563667893
100	0000101854	DE	Haseldorf Speditionen GmbH				HASELDORF	Hamm	59065	NW	Nussbaumring 92b			0500001218	DEBI						D	20230102	SAPUSER5	0476 5538650	198/970/42049		DE900000918
100	0000101855	DE	Feldwald Metallbau UG (haftungsbeschränkt)				FELDWALD	Neuss	41460	NW	Zeppelinplatz 5			0500001219	DEBI						D	20210213	SAPUSER4	0243 2726584	790/628/99593		DE711121382
100	0000101856	NL	Alttal Bauelemente N.V.				ALTTAL	Almere	1315 HR		Feldweg 31			0500001220	DEBI						E	20210527	SAPUSER5	0247 631196			NL832922531B06
100	0000101857	DE	Lindenstein Systemtechnik KGaA				LINDENSTEI	Moers	47441	NW	Heideweg 135			0500001221	DEBI						D	20220105	SAPUSER2	0462 8190205	601/387/59364		DE429356924
100	0000101858	DE	Espenfurt Speditionen GmbH & Co. KG				ESPENFURT	Neumünster	24534	SH	Wiesenstraße 31			0500001222	DEBI						D	20240617	SAPUSER1	0695 7276431	988/788/45291		DE995155225
100	0000101859	DE	Kastanienwald Metallbau GmbH				KASTANIENW	Castrop-Rauxel	44575	NW	Sonnenallee 82a			0500001223	DEBI						D	20190329	SAPUSER1	0624 5437591	675/600/98341		DE511582597
100	0000101860	NL	Rheinmark Schleiftechnik B.V.				RHEINMARK	Tilburg	5038 EA		Nussbaumweg 55			0500001224	DEBI						E	20240827	SAPUSER4	0229 8231583			NL698232175B52
100	0000101861	NL	Haselried Logistik N.V.				HASELRIED	Tilburg	5038 EA		Gartenplatz 90a			0500001225	KUNA	X					E	20210202	SAPUSER1	0695 343453			NL356327660B31
100	0000101863	PL	Lärchenweg Lagertechnik S.A.				LÄRCHENWEG	Lodz	90-001		Erlenring 116			0500001226	DEBI						E	20190521	SAPUSER5	0967 9218372			PL7336556256
100	0000101865	DE	Falkensee Handel eG				FALKENSEE	Erding	85435	BY	Rosengasse 173			0500001227	DEBI						D	20210428	SAPUSER3	0261 8222371	794/330/68947		DE782653691
100	0000101866	DE	Haselau Armaturen OHG				HASELAU	Cottbus	03046	BB	Lindenplatz 98a			0500001228	DEBI						D	20220602	SAPUSER4	0710 8770842	395/116/54165		DE337387419
100	0000101868	DE	Rheinfels Behälterbau e.K.				RHEINFELS	Heidelberg	69117	BW	Tannenring 48			0500001229	DEBI						D	20240707	SAPUSER3	0237 2683185	711/327/48169		DE612657039
100	0000101869	DE	Birkenbach Chemie KG				BIRKENBACH	Oberhausen	46045	NW	Pappelweg 146a			0500001230	DEBI						D	20240121	SAPUSER4	0843 3330493	380/603/70349		DE520494426
100	0000101870	FR	Hochfurt Formenbau S.A.R.L.				HOCHFURT	Lille	59000		Fasanendamm 61			0500001231	DEBI						F	20231013	SAPUSER1	0291 1021658			FR53137853888
100	0000101871	DE	Espenau Handel GmbH & Co. KG				ESPENAU	Konstanz	78462	BW	Heideplatz 62			0500001232	DEBI						D	20191122	SAPUSER5	0578 3300133	202/216/11962		DE453648665
100	0000101872	DE	Waldsee Stahlbau UG (haftungsbeschränkt)				WALDSEE	Zwickau	08056	SN	Mühlenplatz 36			0500001233	DEBI						D	20201113	SAPUSER5	0381 2058778	750/132/18754		DE482757659
100	0000101874	DE	Eichbach Chemie GmbH				EICHBACH	Chemnitz	09111	SN	Domplatz 114			0500001234	KUNA	X					D	20200719	SAPUSER2	0236 8740564	810/215/70257		DE431580675
100	0000101875	DE	Kiefernbach Oberflächentechnik KG				KIEFERNBAC	Köln	50667	NW	Domdamm 7b			0500001235	DEBI						D	20220122	SAPUSER5	0288 511197	212/155/35668		DE239833267
100	0000101876	CH	Buchenhof Lebensmittel AG				BUCHENHOF	Winterthur	8400		Wiesengasse 135b			0500001236	DEBI						D	20220828	SAPUSER5	0427 6807838			CHE416166200MWST
100	0000101878	DE	Nordmark Baustoffe GmbH				NORDMARK	Göttingen	37073	NI	Ulmenplatz 17b			0500001237	DEBI						D	20220908	SAPUSER1	0684 1050273	142/541/13744		DE831936709
100	0000101879	DE	Eichdorf Baustoffe KG				EICHDORF	Norderstedt	22846	SH	Hafengasse 138			0500001238	DEBI						D	20220924	SAPUSER3	0811 498081	670/489/56985		DE567624410
100	0000101885	PL	Eichsee Hydraulik S.A.				EICHSEE	Lodz	90-001		Lindenallee 173			0500001239	DEBI						E	20240219	SAPUSER4	0457 5394215			PL1014027157
100	0000101886	DE	Reinheim Industrieservice GmbH				REINHEIM	Oldenburg	26122	NI	Burgplatz 58			0500001240	KUNA	X					D	20190421	SAPUSER1	0250 9795647	794/844/61021		DE885346124
100	0000101887	DE	Ahornwald Handel AG				AHORNWALD	Recklinghausen	45657	NW	Sonnenweg 177			0500001241	DEBI						D	20220806	SAPUSER4	0569 565509	402/462/41313		DE429984893
100	0000101888	DE	Birkenfurt Recycling GmbH				BIRKENFURT	Döbeln	04720	SN	Hafenweg 91			0500001242	DEBI						D	20210530	SAPUSER3	0683 9413819	829/433/61785		DE865942075
100	0000101889	DE	Kiefernhaus Papier GmbH & Co. KG				KIEFERNHAU	Altenburg	04600	TH	Gartenplatz 148			0500001243	DEBI						D	20200510	SAPUSER5	0437 4205846	670/121/63323		DE364658896
100	0000101891	CH	Bernweg Druckguss AG				BERNWEG	Sankt Gallen	9000		Rosenallee 35b			0500001244	DEBI						D	20240201	SAPUSER5	0788 4124830			CHE838073122MWST
100	0000101893	DE	Neuweg Speditionen OHG				NEUWEG	Straubing	94315	BY	Sonnengasse 89			0500001245	DEBI						D	20221021	SAPUSER2	0538 7164904	965/551/62089		DE732766483
100	0000101894	DE	Sandtal Industrieservice OHG				SANDTAL	Salzgitter	38226	NI	Heidedamm 69			0500001246	DEBI						D	20220127	SAPUSER1	0380 7251181	151/804/95608		DE895304000
100	0000101895	DE	Waldtal Bauelemente GmbH				WALDTAL	Wolfsburg	38440	NI	Nussbaumplatz 28			0500001247	DEBI						D	20210201	SAPUSER4	0782 142936	445/727/39750		DE165616955
100	0000101896	PL	Ostberg Recycling S.A.				OSTBERG	Warszawa	00-001		Marktweg 182			0500001248	DEBI						E	20240705	SAPUSER3	0826 5643378			PL0944303600
100	0000101897	DE	Rheinberg Apparatebau eG				RHEINBERG	Ahlen	59227	NW	Erlenplatz 181			0500001249	DEBI						D	20210507	SAPUSER1	0528 643150	676/350/33919		DE411088814
100	0000101899	DE	Nordberg Sanitärtechnik OHG				NORDBERG	Iserlohn	58636	NW	Heidedamm 180b			0500001250	KUNA	X					D	20201122	SAPUSER5	0418 5666678	462/373/90872		DE939616135
100	0000101901	DE	Fichtental Lagertechnik GmbH				FICHTENTAL	Gera	07545	TH	Ulmenplatz 139a			0500001251	DEBI						D	20190901	SAPUSER1	0215 9206851	583/320/54133		DE678893710
100	0000101903	DE	Holunderstein Bedachungen GmbH & Co. KG				HOLUNDERST	Frankfurt (Oder)	15230	BB	Lindenplatz 190			0500001252	DEBI						D	20220224	SAPUSER2	0359 1380255	125/785/39601		DE327982008
100	0000101904	DE	Altried Baustoffe OHG				ALTRIED	Leverkusen	51373	NW	Birkenplatz 195			0500001253	DEBI						D	20220209	SAPUSER1	0210 1188349	882/414/44177		DE763993870
100	0000101905	DE	Haselhof Hydraulik GmbH				HASELHOF	Emden	26721	NI	Ahornring 128			0500001254	DEBI						D	20221127	SAPUSER5	0512 7277873	532/477/85649		DE353174271
100	0000101907	PL	Bernbach Recycling S.A.				BERNBACH	Gdansk	80-001		Hafenstraße 112			0500001255	DEBI						E	20210620	SAPUSER5	0856 7057437			PL8896161870
100	0000101908	NL	Eichfeld Textilien B.V.				EICHFELD	Tilburg	5038 EA		Ahornallee 84			0500001256	DEBI						E	20200818	SAPUSER2	0718 3684922			NL024462240B54
100	0000101910	DE	Haselstein Lebensmittel GmbH & Co. KG				HASELSTEIN	Delmenhorst	27749	NI	Erlenring 23			0500001257	DEBI						D	20230828	SAPUSER2	0389 5762440	291/326/18387		DE398868565
100	0000101911	PL	Lärchensee Kunststofftechnik S.A.				LÄRCHENSEE	Lodz	90-001		Pappelplatz 194			0500001258	DEBI						E	20190626	SAPUSER5	0214 950097			PL3555721068
100	0000101913	DE	Espenbrück Dichtungstechnik UG (haftungsbeschränkt)				ESPENBRÜCK	Villingen-Schwenningen	78050	BW	Brunnendamm 192			0500001259	DEBI						D	20190216	SAPUSER1	0438 5795630	259/649/56455		DE288421850
100	0000101914	DE	Weißau Armaturen e.K.				WEISSAU	Frankfurt (Oder)	15230	BB	Feldring 27			0500001260	DEBI						D	20190703	SAPUSER2	0583 6114713	353/967/45203		DE216477426
100	0000101916	DE	Buchenberg Behälterbau KG				BUCHENBERG	Dorsten	46282	NW	Postplatz 11b			0500001261	DEBI						D	20210615	SAPUSER4	0574 5063078	846/729/50888		DE612885471
100	0000101917	DE	Weißfels Speditionen KG				WEISSFELS	Meppen	49716	NI	Domdamm 11			0500001262	DEBI						D	20191018	SAPUSER1	0521 6914861	293/750/16273		DE927016577
100	0000101918	DE	Talheim Bedachungen GmbH				TALHEIM	Mühlhausen	99974	TH	Erlendamm 81b			0500001263	DEBI						D	20210929	SAPUSER5	0899 976067	439/167/28256		DE536563554
100	0000101922	DE	Brandgrund Hydraulik GmbH & Co. KG				BRANDGRUND	Villingen-Schwenningen	78050	BW	Fasanendamm 105			0500001264	DEBI						D	20210313	SAPUSER3	0500 2666407	493/851/59338		DE860665199
100	0000101923	IT	Lärchensee Klimatechnik S.r.l.				LÄRCHENSEE	Bologna	40121		Nelkenstraße 25			0500001265	DEBI						I	20220913	SAPUSER4	0968 304853			IT31837722384
100	0000101925	DE	Neugrund Anlagenbau SE				NEUGRUND	Greifswald	17489	MV	Gartenring 158			0500001266	DEBI						D	20230326	SAPUSER3	0322 2832255	123/572/35331		DE181969589
100	0000101927	DE	Kiefernhaus Dichtungstechnik GmbH & Co. KG				KIEFERNHAU	Elmshorn	25335	SH	Bahnhofplatz 36			0500001267	DEBI						D	20220219	SAPUSER1	0675 7857954	876/461/84446		DE376332540
100	0000101928	US	Dornfurt Systemtechnik Corp.				DORNFURT	Atlanta	30303	GA	Brunnenring 109			0500001268	DEBI						E	20201110	SAPUSER1	0951 1111112			
100	0000101930	DE	Lindenbach Klimatechnik GmbH & Co. KG				LINDENBACH	Husum	25813	SH	Nussbaumallee 85			0500001269	DEBI						D	20211110	SAPUSER4	0778 1131097	975/430/53506		DE758672606
100	0000101931	DE	Mühlmark Baustoffe SE				MÜHLMARK	Stralsund	18439	MV	Mühlenring 129b			0500001270	DEBI						D	20220921	SAPUSER3	0915 7191659	449/639/30359		DE572781197
100	0000101932	DE	Westwald Aufzugstechnik GmbH				WESTWALD	Offenbach am Main	63065	HE	Burgallee 76			0500001271	DEBI						D	20210426	SAPUSER4	0258 502969	602/938/33956		DE530938803
100	0000101933	DE	Berntal Dichtungstechnik GmbH				BERNTAL	Detmold	32756	NW	Heidedamm 105a			0500001272	DEBI						D	20211025	SAPUSER5	0528 6818761	571/918/13289		DE511376190
100	0000101934	NL	Weißtal Stahlbau B.V.				WEISSTAL	Tilburg	5038 EA		Bahnhofstraße 68b			0500001273	DEBI						E	20210307	SAPUSER2	0652 3894310			NL580091422B85
100	0000101936	DE	Bergbach Lagertechnik UG (haftungsbeschränkt)				BERGBACH	Fürstenfeldbruck	82256	BY	Rosenweg 61			0500001274	DEBI						D	20211221	SAPUSER1	0460 1973669	446/933/89275		DE929852824
100	0000101937	DE	Buchenhaus Haustechnik GmbH				BUCHENHAUS	Stuttgart	70173	BW	Marktgasse 176			0500001275	DEBI						D	20200325	SAPUSER2	0745 318603	364/760/60684		DE282169377
100	0000101940	DE	Altau Dichtungstechnik GmbH				ALTAU	Tübingen	72070	BW	Industrieweg 48b			0500001276	DEBI						D	20230109	SAPUSER5	0835 3662853	733/144/30909		DE948108893
100	0000101941	DE	Holundertal Systemtechnik GmbH				HOLUNDERTA	Essen	45127	NW	Postplatz 111b			0500001277	DEBI						D	20231006	SAPUSER1	0246 2032018	758/471/10034		DE396623041
100	0000101942	CH	Brandheim Getränke GmbH				BRANDHEIM	Lausanne	1003		Domallee 10			0500001278	DEBI						D	20210625	SAPUSER1	0927 2389655			CHE756266697MWST
100	0000101943	IT	Zederbrück Messtechnik S.r.l.				ZEDERBRÜCK	Roma	00184		Sonnendamm 133b			0500001279	DEBI						I	20211121	SAPUSER4	0477 6924023			IT48337419607
100	0000101945	FR	Espenberg Sanitärtechnik S.A.S.				ESPENBERG	Paris	75001		Hafenstraße 121			0500001280	DEBI						F	20190208	SAPUSER4	0798 1544396			FR58293226769
100	0000101947	DE	Talhaus Werkzeugbau e.K.				TALHAUS	Rendsburg	24768	SH	Heidegasse 106			0500001281	DEBI						D	20231018	SAPUSER5	0581 6134600	513/808/85934		DE367844506
100	0000101948	DE	Grünheim Kunststofftechnik SE				GRÜNHEIM	Güstrow	18273	MV	Bahnhofplatz 46a			0500001282	KUNA	X					D	20190906	SAPUSER1	0767 9245559	582/634/12326		DE128485016
100	0000101950	DE	Brandstein Klimatechnik KG				BRANDSTEIN	Dinslaken	46535	NW	Quellenstraße 152			0500001283	DEBI						D	20191116	SAPUSER2	0880 464034	719/689/88822		DE275507544
100	0000101951	AT	Südau Metallbau GmbH				SÜDAU	Villach	9500		Rosengasse 122a			0500001284	DEBI						D	20240709	SAPUSER2	0795 6234435			ATU74525617
100	0000101952	DE	Ostwald Stahlbau GmbH				OSTWALD	Peine	31224	NI	Burgstraße 103			0500001285	DEBI						D	20190405	SAPUSER5	0895 9070350	388/123/53646		DE593814645
100	0000101953	DE	Talbrück Armaturen eG				TALBRÜCK	Papenburg	26871	NI	Mühlenweg 188			0500001286	DEBI						D	20231204	SAPUSER5	0480 957818	433/688/48692		DE826026234
100	0000101954	DE	Espenbach Zerspanung GmbH & Co. KG				ESPENBACH	Hildesheim	31134	NI	Sonnenweg 88			0500001287	DEBI						D	20191114	SAPUSER3	0541 5163857	310/620/35344		DE455912512
100	0000101955	DE	Haselau Umformtechnik GmbH				HASELAU	Dessau-Roßlau	06844	ST	Zeppelinweg 95a			0500001288	DEBI						D	20230617	SAPUSER2	0872 1589871	951/420/33029		DE707205705
100	0000101956	DE	Rotburg Speditionen eG				ROTBURG	Essen	45127	NW	Nussbaumring 130			0500001289	DEBI						D	20230625	SAPUSER1	0564 2000701	221/700/94271		DE453680504
100	0000101957	DE	Steinstein Maschinenbau KGaA				STEINSTEIN	Darmstadt	64283	HE	Lerchenallee 82			0500001290	DEBI						D	20220722	SAPUSER5	0517 2179925	585/927/83838		DE607072853
100	0000101958	PL	Birkenau Formenbau S.A.				BIRKENAU	Krakow	30-001		Hafenweg 163			0500001291	DEBI						E	20190401	SAPUSER4	0381 5120654			PL2501772780
100	0000101959	IT	Lindenfels Getränke S.r.l.				LINDENFELS	Torino	10121		Industrieplatz 179			0500001292	DEBI						I	20221020	SAPUSER4	0365 5025514			IT43390130019
100	0000101960	DE	Talstein Apparatebau KGaA				TALSTEIN	Karlsruhe	76133	BW	Wiesengasse 81a			0500001293	DEBI						D	20220204	SAPUSER4	0299 5996027	500/719/13914		DE773620766
100	0000101961	DE	Nordfeld Behälterbau GmbH & Co. KG				NORDFELD	Gladbeck	45964	NW	Brunnenallee 109			0500001294	DEBI						D	20240514	SAPUSER2	0687 4892426	636/367/25934		DE925709679
