MANDT	KUNNR	BUKRS	MABER	MAHNS	MADAT	MANSP	KNRMA
100	0000102455	2000		3	20250708		
100	0000102456	1000		3	20250518		
100	0000102460	2000		3	20250408		
100	0000102461	2000		3	20260222		
100	0000102465	1000		3	20251207		
100	0000102468	1000		3	20241212		
100	0000102470	1000		3	20241218		
100	0000102471	1000		3	20241203		
100	0000102473	1000		3	20250313		
100	0000102475	1000		3	20250317		
100	0000102476	1000		3	20251005		
100	0000102477	1000		3	20250302		
100	0000102481	2000		3	20250908		
100	0000102483	1000		3	20241201		
100	0000102484	1000		3	20260428		
100	0000102488	1000		3	20241229		
100	0000102490	1000		3	20251130		
100	0000102491	1000		3	20241229		
100	0000102494	1000		3	20250820		
100	0000102497	1000		3	20250326		
100	0000102499	1000		3	20241226		
100	0000102500	1000		3	20260405		
100	0000102502	1000		3	20250223		
100	0000102503	2000		3	20260428		
100	0000102506	1000		3	20251007		
100	0000102507	1000		3	20260222		
100	0000102508	2000		3	20250518		
100	0000102509	2000		3	20250313		
100	0000102513	2000		3	20250129		
100	0000102514	1000		3	20250223		
100	0000102516	1000		3	20241209		
100	0000102517	1000		3	20250403		
100	0000102518	1000		3	20241229		
100	0000102520	1000		3	20241225		
100	0000102521	1000		3	20251211		
100	0000102523	2000		3	20250122		
100	0000102524	1000		3	20250218		
100	0000102525	1000		3	20250318		
100	0000102527	1000		3	20250505		
100	0000102528	1000		3	20250205		
100	0000102528	2000		3	20250817		
100	0000102530	1000		3	20251116		
100	0000102533	1000		3	20250112		
100	0000102534	2000		3	20250210		
100	0000102536	1000		3	20241226		
100	0000102537	1000		3	20250820		
100	0000102539	1000		3	20250605		
100	0000102541	1000		3	20241215		
100	0000102542	1000		3	20241208		
100	0000102543	1000		3	20250205		
100	0000102547	1000		3	20241208		
100	0000102548	1000		3	20250518		
100	0000102549	1000		3	20241211		
100	0000102556	1000		3	20241219		
100	0000102557	1000		3	20241222		
100	0000102558	1000		2	20260814		
100	0000102558	2000		3	20260719		
100	0000102561	2000		3	20250601		
100	0000102564	1000		3	20260614		
100	0000102566	1000		3	20250521		
100	0000102571	2000		3	20250721		
100	0000102573	1000		3	20241219		
100	0000102574	1000		3	20241208		
100	0000102575	1000		3	20260407		
100	0000102576	1000		3	20250223		
100	0000102577	1000		3	20250105		
100	0000102578	1000		3	20250421		
100	0000102583	1000		3	20250112		
100	0000102585	1000		3	20251211		
100	0000102588	1000		3	20251120		
100	0000102589	1000		3	20251106		
100	0000102589	2000		3	20250427		
100	0000102590	1000		3	20250702		
100	0000102592	1000		3	20250504		
100	0000102593	1000		3	20250128		
100	0000102595	1000		3	20241205		
100	0000102597	1000		3	20260524		
100	0000102598	1000		3	20241215		
100	0000102598	2000		3	20250909		
100	0000102599	1000		3	20250119		
100	0000102600	1000		3	20250318		
100	0000102601	2000		3	20250209		
100	0000102602	1000		3	20250429		
100	0000102605	2000		3	20250831		
100	0000102606	2000		3	20250807		
100	0000102608	1000		3	20250831		
100	0000102609	2000		3	20250416		
100	0000102610	1000		3	20241208		
100	0000102613	1000		3	20250423		
100	0000102614	2000		2	20260809		
100	0000102616	2000		3	20250817		
100	0000102617	1000		3	20260129		
100	0000102622	1000		3	20250121		
100	0000102627	2000		3	20250106		
100	0000102629	1000		3	20241212		
100	0000102629	2000		3	20251123		
100	0000102632	1000		3	20260428		
100	0000102635	1000		3	20250108		
100	0000102640	2000		3	20250119		
100	0000102641	1000		3	20251123		
100	0000102642	1000		3	20241222		
100	0000102643	1000		3	20250416		
100	0000102644	1000		3	20251013		
100	0000102645	2000		3	20250727		
100	0000102648	1000		3	20250604		
100	0000102649	2000		3	20250202		
100	0000102651	2000		3	20260531		
100	0000102652	1000		3	20241201		
100	0000102653	2000		3	20241201		
100	0000102654	2000		3	20250424		
100	0000102655	2000		1	20260801		
100	0000102656	1000		3	20250915		
100	0000102657	1000		3	20250420		
100	0000102658	1000		3	20250403		
100	0000102659	1000		3	20250715		
100	0000102660	1000		3	20260318		
100	0000102661	1000		3	20251113		
100	0000102661	2000		3	20250126		
100	0000102664	1000		3	20250921		
100	0000102665	2000		3	20250615		
100	0000102667	2000		3	20250115		
100	0000102668	1000		3	20250302		
100	0000102669	1000		1	20260801		
100	0000102670	1000		3	20250410		
100	0000102671	1000		3	20241205		
100	0000102672	2000		3	20250522		
100	0000102673	1000		3	20250909		
100	0000102673	2000		3	20241230		
100	0000102674	2000		3	20250112		
100	0000102678	1000		3	20250825		
100	0000102680	1000		3	20241208		
100	0000102681	2000		2	20260818		
100	0000102683	1000		3	20241204		
100	0000102684	1000		3	20250525		
100	0000102685	1000		3	20250417		
100	0000102686	1000		3	20251005		
100	0000102687	1000		3	20250224		
100	0000102688	1000		3	20250204		
100	0000102690	1000		1	20260805		
100	0000102691	1000		2	20260822		
100	0000102692	2000		1	20260816		
100	0000102694	1000		3	20251228		
100	0000102695	1000		3	20250128		
100	0000102696	1000		3	20241204		
100	0000102696	2000		3	20250220		
100	0000102698	1000		3	20250121		
100	0000102702	1000		3	20250316		
100	0000102703	1000		3	20250224		
100	0000102704	1000		3	20241212		
100	0000102705	1000		3	20241229		
100	0000102706	1000		3	20250320		
100	0000102707	1000		3	20251130		
100	0000102708	1000		3	20250206		
100	0000102709	1000		3	20250602		
100	0000102710	1000		1	20260805		
100	0000102711	1000		3	20260201		
100	0000102712	1000		3	20250210		
100	0000102713	2000		3	20250323		
100	0000102714	1000		3	20241226		
100	0000102717	1000		3	20250227		
100	0000102717	2000		3	20260223		
100	0000102718	1000		3	20250209		
100	0000102719	1000		3	20250526		
100	0000102720	1000		3	20241211		
100	0000102722	2000		3	20250609		
100	0000102723	1000		3	20251116		
100	0000102724	1000		3	20260614		
100	0000102726	1000		3	20251123		
100	0000102727	1000		3	20250204		
100	0000102728	1000		3	20260510		
100	0000102728	2000		3	20251012		
100	0000102729	1000		3	20250209		
100	0000102730	1000		3	20251116		
100	0000102731	1000		3	20250417		
100	0000102732	1000		3	20260118		
100	0000102733	1000		3	20251103		
100	0000102733	2000		3	20250113		
100	0000102734	1000		3	20250102		
100	0000102734	2000		3	20250625		
100	0000102737	1000		3	20250326		
100	0000102739	1000		3	20250708		
100	0000102740	1000		3	20250204		
100	0000102741	2000		3	20260216		
100	0000102743	1000		3	20250216		
100	0000102745	1000		3	20250119		
100	0000102749	2000		2	20260814		
100	0000102751	1000		3	20260823		
100	0000102752	1000		3	20260714		
100	0000102754	1000		3	20260719		
100	0000102757	1000		3	20260628		
100	0000102759	1000		3	20251019		
100	0000102760	2000		3	20250909		
100	0000102762	1000		3	20250225		
100	0000102764	1000		3	20251012		
100	0000102765	1000		3	20251228		
100	0000102767	1000		3	20251021		
100	0000102768	1000		3	20250112		
100	0000102770	1000		3	20260511		
100	0000102771	2000		3	20260818		
100	0000102772	1000		3	20250121		
100	0000102775	1000		3	20251027		
100	0000102776	1000		3	20241201		
100	0000102780	1000		3	20250921		
100	0000102782	1000		3	20251014		
100	0000102784	1000		3	20260616		
100	0000102785	2000		3	20250827		
100	0000102786	1000		3	20250114		
100	0000102787	2000		3	20250907		
100	0000102788	2000		3	20250608		
100	0000102789	1000		3	20260726		
100	0000102790	1000		3	20250907		
100	0000102790	2000		3	20250727		
100	0000102791	1000		3	20250105		
100	0000102793	1000		3	20260519		
100	0000102794	1000		3	20250414		
100	0000102796	1000		3	20250629		
100	0000102798	1000		3	20260304		
100	0000102799	1000		3	20250101		
100	0000102801	1000		3	20250420		
100	0000102803	1000		1	20260730		
100	0000102803	2000		3	20250929		
100	0000102804	1000		3	20250223		
100	0000102806	1000		3	20260308		
100	0000102807	1000		3	20250615		
100	0000102808	1000		3	20250310		
100	0000102809	1000		3	20260628		
100	0000102810	1000		3	20250714		
100	0000102811	1000		3	20250112		
100	0000102812	1000		3	20250921		
100	0000102813	1000		3	20250421		
100	0000102815	1000		3	20241229		
100	0000102816	1000		3	20251102		
100	0000102817	1000		3	20241203		
100	0000102819	1000		3	20250202		
100	0000102820	1000		3	20260531		
100	0000102821	1000		3	20260827		
100	0000102823	1000		3	20250316		
100	0000102825	1000		3	20251209		
100	0000102828	1000		3	20251007		
100	0000102829	1000		3	20250119		
100	0000102830	1000		3	20241215		
100	0000102831	1000		3	20241201		
100	0000102832	1000		3	20250820		
100	0000102833	1000		3	20250515		
100	0000102834	1000		3	20241231		
100	0000102835	1000		3	20250302		
100	0000102836	1000		3	20250323		
100	0000102837	1000		3	20250127		
100	0000102838	1000		3	20250331		
100	0000102840	1000		3	20250127		
100	0000102842	1000		3	20241215		
100	0000102844	2000		3	20260520		
100	0000102845	1000		3	20250702		
100	0000102848	1000		3	20251228		
100	0000102849	1000		3	20260202		
100	0000102850	1000		3	20250309		
100	0000102854	1000		3	20250317		
100	0000102855	1000		3	20250630		
100	0000102856	1000		3	20241229		
100	0000102857	2000		3	20250522		
100	0000102858	2000		3	20250105		
100	0000102859	1000		3	20250223		
100	0000102860	1000		3	20260628		
100	0000102862	1000		3	20250527		
100	0000102869	1000		3	20260621		
100	0000102870	1000		3	20260217		
100	0000102872	1000		3	20250701		
100	0000102872	2000		3	20250807		
100	0000102874	1000		3	20251123		
100	0000102875	1000		3	20250410		
100	0000102878	1000		3	20250914		
100	0000102879	1000		3	20260118		
100	0000102879	2000		3	20251207		
100	0000102880	1000		3	20250107		
100	0000102880	2000		3	20250612		
100	0000102881	1000		3	20241229		
100	0000102883	1000		3	20251005		
100	0000102884	1000		3	20250302		
100	0000102888	1000		3	20250408		
100	0000102889	1000		3	20250102		
100	0000102893	2000		3	20251117		
100	0000102894	1000		3	20241212		
100	0000102898	1000		2	20260828		
100	0000102900	1000		3	20250310		
100	0000102901	1000		3	20250204		
100	0000102902	1000		3	20241218		
100	0000102903	1000		3	20250810		
100	0000102904	1000		3	20241215		
100	0000102906	1000		3	20250316		
100	0000102907	2000		3	20250625		
100	0000102909	1000		3	20260714		
100	0000102909	2000		3	20241223		
100	0000102910	1000		3	20250323		
100	0000102911	1000		3	20260107		
100	0000102914	1000		3	20251026		
100	0000102915	1000		3	20260608		
100	0000102918	1000		3	20260507		
100	0000102919	1000		3	20260726		
100	0000102921	1000		3	20250109		
100	0000102925	1000		3	20260531		
100	0000102927	1000		2	20260731		
100	0000102928	1000		3	20260513		
100	0000102930	1000		3	20250924		
100	0000102933	1000		3	20250331		
100	0000102936	1000		3	20250203		
100	0000102939	1000		3	20250622		
100	0000102940	1000		3	20260201		
100	0000102941	1000		3	20250112		
100	0000102942	1000		3	20241204		
100	0000102943	1000		3	20250504		
100	0000102944	1000		3	20250305		
100	0000102947	1000		3	20260330		
100	0000102948	2000		3	20260222		
100	0000102949	1000		3	20241210		
100	0000102950	1000		3	20241204		
100	0000102951	1000		3	20250316		
100	0000102953	1000		3	20260329		
100	0000102954	1000		3	20250112		
100	0000102955	2000		3	20250105		
100	0000102956	1000		1	20260812		
100	0000102957	1000		2	20260828		
100	0000102959	1000		3	20250701		
100	0000102960	1000		3	20250612		
100	0000102961	1000		3	20250202		
100	0000102962	1000		3	20241224		
100	0000102964	1000		3	20241225		
100	0000102964	2000		3	20260618		
100	0000102966	2000		3	20251007		
100	0000102967	1000		3	20250227		
100	0000102969	2000		3	20250309		
100	0000102970	1000		3	20250519		
100	0000102971	1000		3	20260702		
100	0000102974	1000		3	20260623		
100	0000102975	1000		3	20250714		
100	0000102977	2000		3	20260503		
100	0000102978	1000		3	20250220		
100	0000102981	1000		3	20250720		
100	0000102982	1000		3	20250202		
100	0000102984	2000		3	20250804		
100	0000102985	1000		3	20250826		
100	0000102987	2000		3	20250529		
100	0000102989	1000		3	20250515		
100	0000102990	1000		3	20250119		
100	0000102991	1000		3	20250428		
100	0000102993	1000		3	20260322		
100	0000102994	1000		3	20241205		
100	0000102995	2000		3	20250803		
100	0000102996	2000		3	20250522		
100	0000102999	1000		3	20250810		
