MANDT	KUNNR	VKORG	VTWEG	SPART	PARVW	KUNN2	PARZA
100	0000101619	1000	10	00	AG	0000101619	000
100	0000101620	2000	10	00	AG	0000101620	000
100	0000101621	2000	10	00	AG	0000101621	000
100	0000101624	1000	10	00	AG	0000101624	000
100	0000101625	2000	10	00	AG	0000101625	000
100	0000101626	2000	10	00	AG	0000101626	000
100	0000101627	1000	10	00	AG	0000101627	000
100	0000101630	1000	10	00	AG	0000101630	000
100	0000101631	1000	10	00	AG	0000101631	000
100	0000101632	1000	10	00	AG	0000101632	000
100	0000101634	1000	10	00	AG	0000101634	000
100	0000101635	1000	10	00	AG	0000101635	000
100	0000101636	1000	10	00	AG	0000101636	000
100	0000101636	2000	10	00	AG	0000101636	000
100	0000101640	2000	10	00	AG	0000101640	000
100	0000101641	1000	10	00	AG	0000101641	000
100	0000101642	2000	10	00	AG	0000101642	000
100	0000101643	2000	10	00	AG	0000101643	000
100	0000101644	1000	10	00	AG	0000101644	000
100	0000101645	1000	10	00	AG	0000101645	000
100	0000101646	1000	10	00	AG	0000101646	000
100	0000101647	1000	10	00	AG	0000101647	000
100	0000101648	1000	10	00	AG	0000101648	000
100	0000101648	2000	10	00	AG	0000101648	000
100	0000101649	1000	10	00	AG	0000101649	000
100	0000101650	1000	10	00	AG	0000101650	000
100	0000101654	1000	10	00	AG	0000101654	000
100	0000101656	2000	10	00	AG	0000101656	000
100	0000101657	1000	10	00	AG	0000101657	000
100	0000101658	1000	10	00	AG	0000101658	000
100	0000101658	2000	10	00	AG	0000101658	000
100	0000101661	2000	10	00	AG	0000101661	000
100	0000101662	1000	10	00	AG	0000101662	000
100	0000101663	2000	10	00	AG	0000101663	000
100	0000101664	2000	10	00	AG	0000101664	000
100	0000101666	2000	10	00	AG	0000101666	000
100	0000101667	1000	10	00	AG	0000101667	000
100	0000101668	1000	10	00	AG	0000101668	000
100	0000101669	2000	10	00	AG	0000101669	000
100	0000101671	1000	10	00	AG	0000101671	000
100	0000101673	1000	10	00	AG	0000101673	000
100	0000101674	1000	10	00	AG	0000101674	000
100	0000101675	1000	10	00	AG	0000101675	000
100	0000101678	1000	10	00	AG	0000101678	000
100	0000101679	1000	10	00	AG	0000101679	000
100	0000101680	1000	10	00	AG	0000101680	000
100	0000101682	1000	10	00	AG	0000101682	000
100	0000101684	2000	10	00	AG	0000101684	000
100	0000101685	1000	10	00	AG	0000101685	000
100	0000101686	2000	10	00	AG	0000101686	000
100	0000101687	1000	10	00	AG	0000101687	000
100	0000101688	1000	10	00	AG	0000101688	000
100	0000101689	1000	10	00	AG	0000101689	000
100	0000101690	1000	10	00	AG	0000101690	000
100	0000101691	2000	10	00	AG	0000101691	000
100	0000101692	1000	10	00	AG	0000101692	000
100	0000101692	2000	10	00	AG	0000101692	000
100	0000101693	1000	10	00	AG	0000101693	000
100	0000101694	1000	10	00	AG	0000101694	000
100	0000101695	1000	10	00	AG	0000101695	000
100	0000101696	1000	10	00	AG	0000101696	000
100	0000101696	2000	10	00	AG	0000101696	000
100	0000101697	1000	10	00	AG	0000101697	000
100	0000101699	1000	10	00	AG	0000101699	000
100	0000101700	1000	10	00	AG	0000101700	000
100	0000101701	1000	10	00	AG	0000101701	000
100	0000101703	1000	10	00	AG	0000101703	000
100	0000101704	1000	10	00	AG	0000101704	000
100	0000101705	1000	10	00	AG	0000101705	000
100	0000101705	2000	10	00	AG	0000101705	000
100	0000101707	1000	10	00	AG	0000101707	000
100	0000101709	1000	10	00	AG	0000101709	000
100	0000101710	1000	10	00	AG	0000101710	000
100	0000101711	1000	10	00	AG	0000101711	000
100	0000101712	1000	10	00	AG	0000101712	000
100	0000101713	1000	10	00	AG	0000101713	000
100	0000101714	1000	10	00	AG	0000101714	000
100	0000101716	1000	10	00	AG	0000101716	000
100	0000101717	1000	10	00	AG	0000101717	000
100	0000101719	1000	10	00	AG	0000101719	000
100	0000101720	2000	10	00	AG	0000101720	000
100	0000101722	1000	10	00	AG	0000101722	000
100	0000101723	1000	10	00	AG	0000101723	000
100	0000101724	1000	10	00	AG	0000101724	000
100	0000101727	2000	10	00	AG	0000101727	000
100	0000101729	1000	10	00	AG	0000101729	000
100	0000101729	2000	10	00	AG	0000101729	000
100	0000101730	1000	10	00	AG	0000101730	000
100	0000101732	1000	10	00	AG	0000101732	000
100	0000101733	1000	10	00	AG	0000101733	000
100	0000101734	1000	10	00	AG	0000101734	000
100	0000101736	1000	10	00	AG	0000101736	000
100	0000101737	1000	10	00	AG	0000101737	000
100	0000101741	1000	10	00	AG	0000101741	000
100	0000101741	2000	10	00	AG	0000101741	000
100	0000101742	1000	10	00	AG	0000101742	000
100	0000101743	1000	10	00	AG	0000101743	000
100	0000101744	1000	10	00	AG	0000101744	000
100	0000101745	2000	10	00	AG	0000101745	000
100	0000101746	1000	10	00	AG	0000101746	000
100	0000101748	1000	10	00	AG	0000101748	000
100	0000101750	1000	10	00	AG	0000101750	000
100	0000101754	1000	10	00	AG	0000101754	000
100	0000101755	1000	10	00	AG	0000101755	000
100	0000101756	1000	10	00	AG	0000101756	000
100	0000101757	1000	10	00	AG	0000101757	000
100	0000101759	1000	10	00	AG	0000101759	000
100	0000101759	2000	10	00	AG	0000101759	000
100	0000101761	1000	10	00	AG	0000101761	000
100	0000101762	1000	10	00	AG	0000101762	000
100	0000101763	1000	10	00	AG	0000101763	000
100	0000101765	1000	10	00	AG	0000101765	000
100	0000101766	1000	10	00	AG	0000101766	000
100	0000101766	2000	10	00	AG	0000101766	000
100	0000101767	1000	10	00	AG	0000101767	000
100	0000101768	1000	10	00	AG	0000101768	000
100	0000101769	1000	10	00	AG	0000101769	000
100	0000101769	2000	10	00	AG	0000101769	000
100	0000101770	2000	10	00	AG	0000101770	000
100	0000101772	2000	10	00	AG	0000101772	000
100	0000101773	1000	10	00	AG	0000101773	000
100	0000101773	2000	10	00	AG	0000101773	000
100	0000101774	1000	10	00	AG	0000101774	000
100	0000101776	1000	10	00	AG	0000101776	000
100	0000101776	2000	10	00	AG	0000101776	000
100	0000101779	1000	10	00	AG	0000101779	000
100	0000101780	2000	10	00	AG	0000101780	000
100	0000101784	1000	10	00	AG	0000101784	000
100	0000101784	2000	10	00	AG	0000101784	000
100	0000101785	1000	10	00	AG	0000101785	000
100	0000101786	2000	10	00	AG	0000101786	000
100	0000101789	1000	10	00	AG	0000101789	000
100	0000101790	1000	10	00	AG	0000101790	000
100	0000101791	1000	10	00	AG	0000101791	000
100	0000101792	2000	10	00	AG	0000101792	000
100	0000101793	1000	10	00	AG	0000101793	000
100	0000101794	2000	10	00	AG	0000101794	000
100	0000101795	1000	10	00	AG	0000101795	000
100	0000101797	1000	10	00	AG	0000101797	000
100	0000101797	2000	10	00	AG	0000101797	000
100	0000101799	1000	10	00	AG	0000101799	000
100	0000101800	1000	10	00	AG	0000101800	000
100	0000101801	2000	10	00	AG	0000101801	000
100	0000101802	1000	10	00	AG	0000101802	000
100	0000101803	1000	10	00	AG	0000101803	000
100	0000101804	1000	10	00	AG	0000101804	000
100	0000101805	1000	10	00	AG	0000101805	000
100	0000101805	2000	10	00	AG	0000101805	000
100	0000101808	1000	10	00	AG	0000101808	000
100	0000101809	1000	10	00	AG	0000101809	000
100	0000101810	2000	10	00	AG	0000101810	000
100	0000101811	2000	10	00	AG	0000101811	000
100	0000101815	2000	10	00	AG	0000101815	000
100	0000101817	1000	10	00	AG	0000101817	000
100	0000101818	1000	10	00	AG	0000101818	000
100	0000101819	1000	10	00	AG	0000101819	000
100	0000101819	2000	10	00	AG	0000101819	000
100	0000101820	1000	10	00	AG	0000101820	000
100	0000101824	1000	10	00	AG	0000101824	000
100	0000101825	1000	10	00	AG	0000101825	000
100	0000101826	2000	10	00	AG	0000101826	000
100	0000101827	1000	10	00	AG	0000101827	000
100	0000101828	1000	10	00	AG	0000101828	000
100	0000101830	1000	10	00	AG	0000101830	000
100	0000101831	2000	10	00	AG	0000101831	000
100	0000101832	1000	10	00	AG	0000101832	000
100	0000101833	1000	10	00	AG	0000101833	000
100	0000101834	1000	10	00	AG	0000101834	000
100	0000101835	1000	10	00	AG	0000101835	000
100	0000101839	1000	10	00	AG	0000101839	000
100	0000101839	2000	10	00	AG	0000101839	000
100	0000101840	1000	10	00	AG	0000101840	000
100	0000101841	1000	10	00	AG	0000101841	000
100	0000101843	1000	10	00	AG	0000101843	000
100	0000101844	1000	10	00	AG	0000101844	000
100	0000101845	1000	10	00	AG	0000101845	000
100	0000101846	1000	10	00	AG	0000101846	000
100	0000101847	1000	10	00	AG	0000101847	000
100	0000101848	1000	10	00	AG	0000101848	000
100	0000101849	1000	10	00	AG	0000101849	000
100	0000101850	2000	10	00	AG	0000101850	000
100	0000101851	1000	10	00	AG	0000101851	000
100	0000101852	1000	10	00	AG	0000101852	000
100	0000101854	1000	10	00	AG	0000101854	000
100	0000101855	1000	10	00	AG	0000101855	000
100	0000101856	1000	10	00	AG	0000101856	000
100	0000101857	1000	10	00	AG	0000101857	000
100	0000101858	1000	10	00	AG	0000101858	000
100	0000101858	2000	10	00	AG	0000101858	000
100	0000101859	1000	10	00	AG	0000101859	000
100	0000101860	1000	10	00	AG	0000101860	000
100	0000101861	1000	10	00	AG	0000101861	000
100	0000101863	1000	10	00	AG	0000101863	000
100	0000101865	2000	10	00	AG	0000101865	000
100	0000101866	2000	10	00	AG	0000101866	000
100	0000101868	2000	10	00	AG	0000101868	000
100	0000101869	2000	10	00	AG	0000101869	000
100	0000101870	1000	10	00	AG	0000101870	000
100	0000101871	1000	10	00	AG	0000101871	000
100	0000101872	1000	10	00	AG	0000101872	000
100	0000101874	1000	10	00	AG	0000101874	000
100	0000101875	2000	10	00	AG	0000101875	000
100	0000101876	1000	10	00	AG	0000101876	000
100	0000101876	2000	10	00	AG	0000101876	000
100	0000101878	2000	10	00	AG	0000101878	000
100	0000101879	1000	10	00	AG	0000101879	000
100	0000101885	1000	10	00	AG	0000101885	000
100	0000101886	1000	10	00	AG	0000101886	000
100	0000101887	1000	10	00	AG	0000101887	000
100	0000101888	1000	10	00	AG	0000101888	000
100	0000101889	1000	10	00	AG	0000101889	000
100	0000101891	1000	10	00	AG	0000101891	000
100	0000101893	2000	10	00	AG	0000101893	000
100	0000101894	1000	10	00	AG	0000101894	000
100	0000101895	1000	10	00	AG	0000101895	000
100	0000101896	2000	10	00	AG	0000101896	000
100	0000101897	1000	10	00	AG	0000101897	000
100	0000101899	1000	10	00	AG	0000101899	000
100	0000101901	1000	10	00	AG	0000101901	000
100	0000101903	1000	10	00	AG	0000101903	000
100	0000101904	1000	10	00	AG	0000101904	000
100	0000101905	1000	10	00	AG	0000101905	000
100	0000101907	1000	10	00	AG	0000101907	000
100	0000101907	2000	10	00	AG	0000101907	000
100	0000101908	1000	10	00	AG	0000101908	000
100	0000101910	1000	10	00	AG	0000101910	000
100	0000101911	2000	10	00	AG	0000101911	000
100	0000101913	1000	10	00	AG	0000101913	000
100	0000101914	1000	10	00	AG	0000101914	000
100	0000101916	1000	10	00	AG	0000101916	000
100	0000101917	1000	10	00	AG	0000101917	000
100	0000101918	1000	10	00	AG	0000101918	000
100	0000101922	1000	10	00	AG	0000101922	000
100	0000101923	1000	10	00	AG	0000101923	000
100	0000101925	1000	10	00	AG	0000101925	000
100	0000101927	1000	10	00	AG	0000101927	000
100	0000101928	2000	10	00	AG	0000101928	000
100	0000101930	1000	10	00	AG	0000101930	000
100	0000101930	2000	10	00	AG	0000101930	000
100	0000101931	1000	10	00	AG	0000101931	000
100	0000101932	1000	10	00	AG	0000101932	000
100	0000101933	1000	10	00	AG	0000101933	000
100	0000101934	1000	10	00	AG	0000101934	000
100	0000101936	1000	10	00	AG	0000101936	000
100	0000101937	1000	10	00	AG	0000101937	000
100	0000101940	1000	10	00	AG	0000101940	000
100	0000101940	2000	10	00	AG	0000101940	000
100	0000101941	2000	10	00	AG	0000101941	000
100	0000101942	1000	10	00	AG	0000101942	000
100	0000101942	2000	10	00	AG	0000101942	000
100	0000101943	1000	10	00	AG	0000101943	000
100	0000101945	1000	10	00	AG	0000101945	000
100	0000101947	1000	10	00	AG	0000101947	000
100	0000101947	2000	10	00	AG	0000101947	000
100	0000101948	1000	10	00	AG	0000101948	000
100	0000101950	2000	10	00	AG	0000101950	000
100	0000101951	1000	10	00	AG	0000101951	000
100	0000101952	1000	10	00	AG	0000101952	000
100	0000101953	1000	10	00	AG	0000101953	000
100	0000101954	1000	10	00	AG	0000101954	000
100	0000101955	2000	10	00	AG	0000101955	000
100	0000101956	1000	10	00	AG	0000101956	000
100	0000101957	1000	10	00	AG	0000101957	000
100	0000101958	1000	10	00	AG	0000101958	000
100	0000101959	2000	10	00	AG	0000101959	000
100	0000101960	1000	10	00	AG	0000101960	000
100	0000101961	2000	10	00	AG	0000101961	000
100	0000101963	1000	10	00	AG	0000101963	000
100	0000101964	1000	10	00	AG	0000101964	000
100	0000101966	1000	10	00	AG	0000101966	000
100	0000101968	1000	10	00	AG	0000101968	000
100	0000101969	2000	10	00	AG	0000101969	000
100	0000101970	1000	10	00	AG	0000101970	000
100	0000101971	1000	10	00	AG	0000101971	000
100	0000101972	1000	10	00	AG	0000101972	000
100	0000101972	2000	10	00	AG	0000101972	000
100	0000101973	2000	10	00	AG	0000101973	000
100	0000101974	1000	10	00	AG	0000101974	000
100	0000101975	2000	10	00	AG	0000101975	000
100	0000101976	1000	10	00	AG	0000101976	000
100	0000101977	1000	10	00	AG	0000101977	000
100	0000101978	1000	10	00	AG	0000101978	000
100	0000101980	1000	10	00	AG	0000101980	000
100	0000101981	2000	10	00	AG	0000101981	000
100	0000101983	2000	10	00	AG	0000101983	000
100	0000101985	1000	10	00	AG	0000101985	000
100	0000101985	2000	10	00	AG	0000101985	000
100	0000101986	2000	10	00	AG	0000101986	000
100	0000101987	1000	10	00	AG	0000101987	000
100	0000101988	1000	10	00	AG	0000101988	000
100	0000101989	1000	10	00	AG	0000101989	000
100	0000101990	1000	10	00	AG	0000101990	000
100	0000101991	1000	10	00	AG	0000101991	000
100	0000101992	1000	10	00	AG	0000101992	000
100	0000101993	1000	10	00	AG	0000101993	000
100	0000101994	1000	10	00	AG	0000101994	000
100	0000101995	2000	10	00	AG	0000101995	000
100	0000101996	2000	10	00	AG	0000101996	000
100	0000101997	1000	10	00	AG	0000101997	000
100	0000101998	1000	10	00	AG	0000101998	000
100	0000101999	1000	10	00	AG	0000101999	000
100	0000102000	1000	10	00	AG	0000102000	000
100	0000102002	1000	10	00	AG	0000102002	000
100	0000102004	2000	10	00	AG	0000102004	000
100	0000102005	2000	10	00	AG	0000102005	000
100	0000102006	1000	10	00	AG	0000102006	000
100	0000102010	1000	10	00	AG	0000102010	000
100	0000102010	2000	10	00	AG	0000102010	000
100	0000102012	1000	10	00	AG	0000102012	000
100	0000102016	1000	10	00	AG	0000102016	000
100	0000102016	2000	10	00	AG	0000102016	000
100	0000102017	1000	10	00	AG	0000102017	000
100	0000102017	2000	10	00	AG	0000102017	000
100	0000102020	1000	10	00	AG	0000102020	000
100	0000102021	1000	10	00	AG	0000102021	000
100	0000102023	1000	10	00	AG	0000102023	000
100	0000102025	1000	10	00	AG	0000102025	000
100	0000102026	1000	10	00	AG	0000102026	000
100	0000102027	1000	10	00	AG	0000102027	000
100	0000102029	1000	10	00	AG	0000102029	000
100	0000102032	1000	10	00	AG	0000102032	000
100	0000102033	1000	10	00	AG	0000102033	000
100	0000102034	1000	10	00	AG	0000102034	000
100	0000102035	1000	10	00	AG	0000102035	000
100	0000102036	1000	10	00	AG	0000102036	000
100	0000102038	1000	10	00	AG	0000102038	000
100	0000102039	1000	10	00	AG	0000102039	000
100	0000102041	1000	10	00	AG	0000102041	000
100	0000102044	1000	10	00	AG	0000102044	000
100	0000102044	2000	10	00	AG	0000102044	000
100	0000102045	1000	10	00	AG	0000102045	000
100	0000102045	2000	10	00	AG	0000102045	000
100	0000102046	2000	10	00	AG	0000102046	000
100	0000102047	1000	10	00	AG	0000102047	000
100	0000102048	1000	10	00	AG	0000102048	000
100	0000102051	1000	10	00	AG	0000102051	000
100	0000102052	1000	10	00	AG	0000102052	000
100	0000102053	2000	10	00	AG	0000102053	000
100	0000102054	1000	10	00	AG	0000102054	000
100	0000102054	2000	10	00	AG	0000102054	000
100	0000102057	1000	10	00	AG	0000102057	000
100	0000102058	1000	10	00	AG	0000102058	000
100	0000102062	1000	10	00	AG	0000102062	000
100	0000102065	1000	10	00	AG	0000102065	000
100	0000102066	1000	10	00	AG	0000102066	000
100	0000102066	2000	10	00	AG	0000102066	000
100	0000102067	1000	10	00	AG	0000102067	000
100	0000102068	1000	10	00	AG	0000102068	000
100	0000102068	2000	10	00	AG	0000102068	000
100	0000102069	2000	10	00	AG	0000102069	000
100	0000102070	1000	10	00	AG	0000102070	000
100	0000102072	1000	10	00	AG	0000102072	000
100	0000102073	1000	10	00	AG	0000102073	000
100	0000102073	2000	10	00	AG	0000102073	000
100	0000102075	1000	10	00	AG	0000102075	000
100	0000102076	2000	10	00	AG	0000102076	000
100	0000102079	1000	10	00	AG	0000102079	000
100	0000102080	1000	10	00	AG	0000102080	000
100	0000102080	2000	10	00	AG	0000102080	000
100	0000102081	1000	10	00	AG	0000102081	000
100	0000102082	2000	10	00	AG	0000102082	000
100	0000102083	2000	10	00	AG	0000102083	000
100	0000102084	1000	10	00	AG	0000102084	000
100	0000102085	1000	10	00	AG	0000102085	000
100	0000102085	2000	10	00	AG	0000102085	000
100	0000102086	1000	10	00	AG	0000102086	000
100	0000102087	1000	10	00	AG	0000102087	000
100	0000102087	2000	10	00	AG	0000102087	000
100	0000102088	2000	10	00	AG	0000102088	000
100	0000102089	1000	10	00	AG	0000102089	000
100	0000102090	1000	10	00	AG	0000102090	000
100	0000102091	1000	10	00	AG	0000102091	000
100	0000102092	2000	10	00	AG	0000102092	000
100	0000102093	1000	10	00	AG	0000102093	000
100	0000102094	1000	10	00	AG	0000102094	000
100	0000102095	1000	10	00	AG	0000102095	000
100	0000102096	2000	10	00	AG	0000102096	000
100	0000102098	1000	10	00	AG	0000102098	000
100	0000102099	2000	10	00	AG	0000102099	000
100	0000102100	1000	10	00	AG	0000102100	000
100	0000102100	2000	10	00	AG	0000102100	000
100	0000102102	1000	10	00	AG	0000102102	000
100	0000102104	1000	10	00	AG	0000102104	000
100	0000102105	1000	10	00	AG	0000102105	000
100	0000102106	2000	10	00	AG	0000102106	000
100	0000102107	1000	10	00	AG	0000102107	000
100	0000102110	1000	10	00	AG	0000102110	000
100	0000102110	2000	10	00	AG	0000102110	000
100	0000102112	1000	10	00	AG	0000102112	000
100	0000102113	1000	10	00	AG	0000102113	000
100	0000102114	2000	10	00	AG	0000102114	000
100	0000102118	1000	10	00	AG	0000102118	000
100	0000102119	1000	10	00	AG	0000102119	000
100	0000102120	1000	10	00	AG	0000102120	000
100	0000102121	1000	10	00	AG	0000102121	000
100	0000102122	1000	10	00	AG	0000102122	000
100	0000102125	2000	10	00	AG	0000102125	000
100	0000102126	1000	10	00	AG	0000102126	000
100	0000102127	1000	10	00	AG	0000102127	000
100	0000102128	1000	10	00	AG	0000102128	000
100	0000102129	1000	10	00	AG	0000102129	000
100	0000102132	1000	10	00	AG	0000102132	000
100	0000102133	1000	10	00	AG	0000102133	000
100	0000102133	2000	10	00	AG	0000102133	000
100	0000102134	1000	10	00	AG	0000102134	000
100	0000102135	1000	10	00	AG	0000102135	000
100	0000102136	1000	10	00	AG	0000102136	000
100	0000102137	1000	10	00	AG	0000102137	000
100	0000102138	1000	10	00	AG	0000102138	000
100	0000102139	1000	10	00	AG	0000102139	000
100	0000102140	1000	10	00	AG	0000102140	000
100	0000102141	1000	10	00	AG	0000102141	000
100	0000102142	1000	10	00	AG	0000102142	000
100	0000102144	1000	10	00	AG	0000102144	000
100	0000102150	1000	10	00	AG	0000102150	000
100	0000102151	1000	10	00	AG	0000102151	000
100	0000102153	1000	10	00	AG	0000102153	000
100	0000102153	2000	10	00	AG	0000102153	000
100	0000102155	1000	10	00	AG	0000102155	000
100	0000102156	1000	10	00	AG	0000102156	000
100	0000102157	1000	10	00	AG	0000102157	000
100	0000102158	1000	10	00	AG	0000102158	000
100	0000102159	2000	10	00	AG	0000102159	000
100	0000102160	1000	10	00	AG	0000102160	000
100	0000102161	1000	10	00	AG	0000102161	000
100	0000102166	1000	10	00	AG	0000102166	000
100	0000102167	1000	10	00	AG	0000102167	000
100	0000102168	1000	10	00	AG	0000102168	000
100	0000102168	2000	10	00	AG	0000102168	000
100	0000102169	1000	10	00	AG	0000102169	000
100	0000102169	2000	10	00	AG	0000102169	000
100	0000102171	2000	10	00	AG	0000102171	000
100	0000102172	1000	10	00	AG	0000102172	000
100	0000102173	1000	10	00	AG	0000102173	000
100	0000102174	2000	10	00	AG	0000102174	000
100	0000102176	1000	10	00	AG	0000102176	000
100	0000102178	1000	10	00	AG	0000102178	000
100	0000102179	1000	10	00	AG	0000102179	000
100	0000102180	2000	10	00	AG	0000102180	000
100	0000102181	1000	10	00	AG	0000102181	000
100	0000102182	1000	10	00	AG	0000102182	000
100	0000102183	2000	10	00	AG	0000102183	000
100	0000102184	1000	10	00	AG	0000102184	000
100	0000102185	1000	10	00	AG	0000102185	000
100	0000102190	2000	10	00	AG	0000102190	000
100	0000102191	1000	10	00	AG	0000102191	000
100	0000102191	2000	10	00	AG	0000102191	000
100	0000102193	1000	10	00	AG	0000102193	000
100	0000102194	1000	10	00	AG	0000102194	000
100	0000102195	1000	10	00	AG	0000102195	000
100	0000102196	1000	10	00	AG	0000102196	000
100	0000102197	1000	10	00	AG	0000102197	000
100	0000102197	2000	10	00	AG	0000102197	000
100	0000102198	2000	10	00	AG	0000102198	000
100	0000102200	1000	10	00	AG	0000102200	000
100	0000102200	2000	10	00	AG	0000102200	000
100	0000102201	1000	10	00	AG	0000102201	000
100	0000102201	2000	10	00	AG	0000102201	000
100	0000102202	1000	10	00	AG	0000102202	000
100	0000102202	2000	10	00	AG	0000102202	000
100	0000102203	1000	10	00	AG	0000102203	000
100	0000102205	1000	10	00	AG	0000102205	000
100	0000102206	1000	10	00	AG	0000102206	000
100	0000102207	1000	10	00	AG	0000102207	000
100	0000102208	1000	10	00	AG	0000102208	000
100	0000102209	1000	10	00	AG	0000102209	000
100	0000102210	1000	10	00	AG	0000102210	000
100	0000102215	1000	10	00	AG	0000102215	000
100	0000102216	1000	10	00	AG	0000102216	000
100	0000102218	2000	10	00	AG	0000102218	000
100	0000102219	1000	10	00	AG	0000102219	000
100	0000102221	1000	10	00	AG	0000102221	000
100	0000102223	2000	10	00	AG	0000102223	000
100	0000102224	1000	10	00	AG	0000102224	000
100	0000102225	1000	10	00	AG	0000102225	000
100	0000102226	1000	10	00	AG	0000102226	000
100	0000102227	1000	10	00	AG	0000102227	000
100	0000102229	2000	10	00	AG	0000102229	000
100	0000102230	1000	10	00	AG	0000102230	000
100	0000102231	1000	10	00	AG	0000102231	000
100	0000102233	1000	10	00	AG	0000102233	000
100	0000102235	1000	10	00	AG	0000102235	000
100	0000102236	1000	10	00	AG	0000102236	000
100	0000102239	2000	10	00	AG	0000102239	000
100	0000102240	1000	10	00	AG	0000102240	000
100	0000102242	1000	10	00	AG	0000102242	000
100	0000102244	1000	10	00	AG	0000102244	000
100	0000102245	2000	10	00	AG	0000102245	000
100	0000102246	1000	10	00	AG	0000102246	000
100	0000102247	1000	10	00	AG	0000102247	000
100	0000102248	1000	10	00	AG	0000102248	000
100	0000102248	2000	10	00	AG	0000102248	000
100	0000102249	1000	10	00	AG	0000102249	000
100	0000102250	1000	10	00	AG	0000102250	000
100	0000102251	1000	10	00	AG	0000102251	000
100	0000102252	1000	10	00	AG	0000102252	000
100	0000102252	2000	10	00	AG	0000102252	000
100	0000102254	2000	10	00	AG	0000102254	000
100	0000102255	1000	10	00	AG	0000102255	000
100	0000102257	1000	10	00	AG	0000102257	000
100	0000102258	1000	10	00	AG	0000102258	000
100	0000102259	1000	10	00	AG	0000102259	000
100	0000102261	2000	10	00	AG	0000102261	000
100	0000102262	1000	10	00	AG	0000102262	000
100	0000102263	1000	10	00	AG	0000102263	000
100	0000102265	1000	10	00	AG	0000102265	000
100	0000102266	1000	10	00	AG	0000102266	000
100	0000102267	1000	10	00	AG	0000102267	000
100	0000102267	2000	10	00	AG	0000102267	000
100	0000102268	1000	10	00	AG	0000102268	000
100	0000102269	1000	10	00	AG	0000102269	000
100	0000102270	2000	10	00	AG	0000102270	000
100	0000102271	1000	10	00	AG	0000102271	000
100	0000102273	2000	10	00	AG	0000102273	000
100	0000102274	1000	10	00	AG	0000102274	000
100	0000102276	1000	10	00	AG	0000102276	000
100	0000102277	1000	10	00	AG	0000102277	000
100	0000102277	2000	10	00	AG	0000102277	000
100	0000102278	1000	10	00	AG	0000102278	000
100	0000102279	1000	10	00	AG	0000102279	000
100	0000102280	2000	10	00	AG	0000102280	000
100	0000102281	1000	10	00	AG	0000102281	000
100	0000102282	2000	10	00	AG	0000102282	000
100	0000102283	1000	10	00	AG	0000102283	000
100	0000102284	2000	10	00	AG	0000102284	000
100	0000102285	1000	10	00	AG	0000102285	000
100	0000102285	2000	10	00	AG	0000102285	000
100	0000102286	1000	10	00	AG	0000102286	000
100	0000102287	1000	10	00	AG	0000102287	000
100	0000102289	1000	10	00	AG	0000102289	000
100	0000102290	1000	10	00	AG	0000102290	000
100	0000102291	1000	10	00	AG	0000102291	000
100	0000102294	1000	10	00	AG	0000102294	000
100	0000102297	1000	10	00	AG	0000102297	000
100	0000102298	1000	10	00	AG	0000102298	000
100	0000102299	1000	10	00	AG	0000102299	000
100	0000102300	2000	10	00	AG	0000102300	000
100	0000102301	2000	10	00	AG	0000102301	000
100	0000102302	1000	10	00	AG	0000102302	000
100	0000102303	1000	10	00	AG	0000102303	000
100	0000102303	2000	10	00	AG	0000102303	000
100	0000102304	1000	10	00	AG	0000102304	000
100	0000102305	2000	10	00	AG	0000102305	000
100	0000102307	1000	10	00	AG	0000102307	000
100	0000102308	1000	10	00	AG	0000102308	000
100	0000102309	1000	10	00	AG	0000102309	000
100	0000102310	1000	10	00	AG	0000102310	000
100	0000102311	1000	10	00	AG	0000102311	000
100	0000102312	2000	10	00	AG	0000102312	000
100	0000102313	1000	10	00	AG	0000102313	000
100	0000102314	1000	10	00	AG	0000102314	000
100	0000102317	1000	10	00	AG	0000102317	000
100	0000102317	2000	10	00	AG	0000102317	000
100	0000102318	1000	10	00	AG	0000102318	000
100	0000102320	1000	10	00	AG	0000102320	000
100	0000102323	1000	10	00	AG	0000102323	000
100	0000102324	1000	10	00	AG	0000102324	000
100	0000102326	1000	10	00	AG	0000102326	000
100	0000102329	2000	10	00	AG	0000102329	000
100	0000102332	1000	10	00	AG	0000102332	000
100	0000102333	1000	10	00	AG	0000102333	000
100	0000102335	2000	10	00	AG	0000102335	000
100	0000102336	1000	10	00	AG	0000102336	000
100	0000102337	1000	10	00	AG	0000102337	000
100	0000102337	2000	10	00	AG	0000102337	000
100	0000102338	1000	10	00	AG	0000102338	000
100	0000102339	1000	10	00	AG	0000102339	000
100	0000102340	1000	10	00	AG	0000102340	000
100	0000102340	2000	10	00	AG	0000102340	000
100	0000102342	1000	10	00	AG	0000102342	000
100	0000102344	1000	10	00	AG	0000102344	000
100	0000102345	2000	10	00	AG	0000102345	000
100	0000102346	1000	10	00	AG	0000102346	000
100	0000102347	1000	10	00	AG	0000102347	000
100	0000102348	1000	10	00	AG	0000102348	000
100	0000102349	2000	10	00	AG	0000102349	000
100	0000102352	1000	10	00	AG	0000102352	000
100	0000102353	1000	10	00	AG	0000102353	000
100	0000102354	1000	10	00	AG	0000102354	000
100	0000102356	1000	10	00	AG	0000102356	000
100	0000102359	1000	10	00	AG	0000102359	000
