MANDT	LIFNR	LAND1	NAME1	NAME2	NAME3	NAME4	SORTL	ORT01	PSTLZ	REGIO	STRAS	PFACH	PSTL2	ADRNR	KTOKK	XCPDK	LOEVM	SPERR	LNRZA	KONZS	SPRAS	ERDAT	ERNAM	TELF1	STCD1	STCD2	STCEG
100	0000201045	DE	Waldsee Dichtungstechnik GmbH & Co. KG				WALDSEE	Hanau	63450	HE	Hafendamm 123			0500000777	KRED						D	20210405	SAPUSER3	0990 1944641	119/226/86121		DE428357408
100	0000201046	DE	Lindenfels Formenbau OHG				LINDENFELS	Pirna	01796	SN	Hafenring 146b			0500000778	KRED						D	20200828	SAPUSER2	0555 342480	288/643/16052		DE900064995
100	0000201047	DE	Birkenbach Metallbau e.K.				BIRKENBACH	Eisenach	99817	TH	Erlenstraße 197			0500000779	LIEF	X					D	20240210	SAPUSER2	0939 145913	859/577/40887		DE990054038
100	0000201048	DE	Altberg Bauelemente GmbH & Co. KG				ALTBERG	Görlitz	02826	SN	Birkenweg 42			0500000780	LIEF	X					D	20240421	SAPUSER5	0845 9787029	751/630/93145		DE137656678
100	0000201051	DE	Südweg Fördertechnik GmbH				SÜDWEG	Ratingen	40878	NW	Sonnenstraße 181			0500000781	KRED						D	20221029	SAPUSER3	0207 6255080	261/962/70166		DE109802954
100	0000201052	DE	Waldberg Haustechnik eG				WALDBERG	Deggendorf	94469	BY	Sonnenring 54a			0500000782	KRED						D	20200315	SAPUSER4	0951 5598323	385/860/49539		DE550559916
100	0000201053	DE	Neufels Kunststofftechnik GmbH				NEUFELS	Buxtehude	21614	NI	Postdamm 103			0500000783	KRED						D	20200407	SAPUSER2	0623 3646742	635/865/90208		DE300379397
100	0000201054	DE	Reinhof Baustoffe KG				REINHOF	Euskirchen	53879	NW	Rosengasse 144			0500000784	KRED						D	20190921	SAPUSER1	0636 2427790	541/917/41230		DE880862980
100	0000201057	DE	Weidensee Lebensmittel KG				WEIDENSEE	Zwickau	08056	SN	Lindenweg 12			0500000785	KRED						D	20240422	SAPUSER4	0417 1578872	294/139/98053		DE610771913
100	0000201059	NL	Ulmenberg Lagertechnik N.V.				ULMENBERG	Nijmegen	6511 AB		Brunnenring 76			0500000786	KRED						E	20201205	SAPUSER1	0388 2371038			NL271809192B26
100	0000201060	FR	Langried Speditionen S.A.R.L.				LANGRIED	Rennes	35000		Brunnenplatz 50a			0500000787	KRED						F	20230726	SAPUSER1	0799 3467801			FR69829208638
100	0000201061	DE	Kiefernburg Möbelwerke UG (haftungsbeschränkt)				KIEFERNBUR	Vechta	49377	NI	Fasanenallee 103b			0500000788	KRED						D	20210128	SAPUSER3	0426 2385566	839/574/86963		DE395963265
100	0000201062	DE	Fichtenfels Getränke GmbH				FICHTENFEL	Greifswald	17489	MV	Lerchenplatz 42			0500000789	KRED						D	20220313	SAPUSER3	0829 3629181	838/497/54919		DE539033608
100	0000201063	AT	Hochried Industrieservice AG				HOCHRIED	Dornbirn	6850		Erlenallee 159b			0500000790	KRED						D	20200210	SAPUSER5	0971 1595285			ATU59445148
100	0000201064	DE	Dornbach Fahrzeugteile e.K.				DORNBACH	Kassel	34117	HE	Industriering 79			0500000791	KRED						D	20201211	SAPUSER2	0359 7426599	590/607/66222		DE896270079
100	0000201065	DE	Weißau Chemie GmbH				WEISSAU	Fürstenfeldbruck	82256	BY	Feldstraße 27			0500000792	KRED						D	20231209	SAPUSER3	0355 2802405	999/516/22690		DE514489868
100	0000201067	AT	Steinfurt Logistik KG				STEINFURT	Villach	9500		Hafengasse 166			0500000793	KRED						D	20200424	SAPUSER2	0448 877049			ATU92028064
100	0000201068	DE	Bernmark Sanitärtechnik AG				BERNMARK	Bottrop	46236	NW	Nelkenplatz 110a			0500000794	KRED						D	20200210	SAPUSER2	0876 5198048	302/251/56032		DE153809766
100	0000201069	DE	Kastanienweg Handel GmbH				KASTANIENW	Heilbronn	74072	BW	Pappelweg 159			0500000795	KRED						D	20210407	SAPUSER3	0321 4017252	936/951/72784		DE537155338
100	0000201070	DE	Buchenfurt Bedachungen GmbH				BUCHENFURT	Mönchengladbach	41061	NW	Lindenallee 102a			0500000796	LIEF	X					D	20191006	SAPUSER5	0971 1389549	872/104/39966		DE341333291
100	0000201072	DE	Brandbrück Verpackungen GmbH				BRANDBRÜCK	Offenburg	77652	BW	Lerchenring 142			0500000797	KRED						D	20210615	SAPUSER4	0695 713048	241/322/77782		DE522844099
100	0000201073	DE	Rheinheim Lagertechnik GmbH				RHEINHEIM	Troisdorf	53840	NW	Raiffeisenallee 132			0500000798	KRED						D	20220706	SAPUSER5	0693 7001862	656/617/67907		DE784129362
100	0000201074	DE	Falkenhof Baustoffe KG				FALKENHOF	Detmold	32756	NW	Pappelallee 100			0500000799	KRED						D	20190326	SAPUSER3	0761 187936	139/921/41101		DE293653254
100	0000201077	DE	Dornried Klimatechnik OHG				DORNRIED	Detmold	32756	NW	Domplatz 184			0500000800	KRED						D	20210902	SAPUSER5	0667 9324646	513/901/87939		DE884959529
100	0000201078	DE	Talstein Handel GmbH				TALSTEIN	Plauen	08523	SN	Industriering 21b			0500000801	KRED						D	20220801	SAPUSER2	0721 3482321	232/149/91579		DE452280653
100	0000201079	DE	Lärchenried Armaturen UG (haftungsbeschränkt)				LÄRCHENRIE	Gladbeck	45964	NW	Tannengasse 83			0500000802	KRED						D	20191004	SAPUSER4	0707 2866050	280/700/62166		DE175122656
100	0000201080	DE	Rheinmark Lagertechnik UG (haftungsbeschränkt)				RHEINMARK	Ahlen	59227	NW	Zeppelinring 137			0500000803	KRED						D	20191120	SAPUSER3	0371 7468950	366/700/64645		DE530248448
100	0000201081	FR	Berghaus Formenbau S.A.S.				BERGHAUS	Paris	75001		Nelkenplatz 87b			0500000804	KRED						F	20220804	SAPUSER4	0813 6538931			FR80857184593
100	0000201082	DE	Talburg Handel GmbH				TALBURG	Naumburg	06618	ST	Mühlengasse 35			0500000805	KRED						D	20210822	SAPUSER2	0224 5257747	864/423/37865		DE410418120
100	0000201083	DE	Brandgrund Verpackungen OHG				BRANDGRUND	Dessau-Roßlau	06844	ST	Eichenring 116			0500000806	KRED						D	20230507	SAPUSER5	0335 6163793	824/871/59297		DE889706731
100	0000201084	DE	Waldburg Handel GmbH				WALDBURG	Neuwied	56564	RP	Domallee 101			0500000807	KRED						D	20200820	SAPUSER1	0572 7871907	201/173/65071		DE898120298
100	0000201085	DE	Brandmark Präzisionsteile AG				BRANDMARK	Bergheim	50126	NW	Nelkendamm 114			0500000808	KRED						D	20230601	SAPUSER4	0526 4170073	212/522/67091		DE783778866
100	0000201087	DE	Hochau Formenbau KG				HOCHAU	Fürstenfeldbruck	82256	BY	Kirschallee 142a			0500000809	KRED						D	20190319	SAPUSER4	0816 191414	364/155/89158		DE438495391
100	0000201088	PL	Altbach Kunststofftechnik Sp. z o.o.				ALTBACH	Katowice	40-001		Bahnhofstraße 165			0500000810	KRED						E	20220128	SAPUSER5	0431 1251831			PL8262738713
100	0000201093	NL	Hochfurt Druckguss N.V.				HOCHFURT	Den Haag	2511 CV		Gartenstraße 181			0500000811	KRED						E	20210526	SAPUSER2	0915 6619035			NL763534563B78
100	0000201094	PL	Langheim Schleiftechnik Sp. z o.o.				LANGHEIM	Gdansk	80-001		Kirschweg 184			0500000812	KRED						E	20190807	SAPUSER1	0388 6931123			PL6794977479
100	0000201095	DE	Dornbach Bauelemente GmbH & Co. KG				DORNBACH	Leverkusen	51373	NW	Raiffeisenplatz 139			0500000813	KRED						D	20240531	SAPUSER5	0938 4856246	237/438/31023		DE355168074
100	0000201096	DE	Lindental Hydraulik GmbH & Co. KG				LINDENTAL	Dachau	85221	BY	Rosengasse 179			0500000814	KRED						D	20220125	SAPUSER4	0942 675236	254/386/33558		DE787323203
100	0000201100	DE	Hartheim Lebensmittel GmbH				HARTHEIM	Memmingen	87700	BY	Marktstraße 71b			0500000815	KRED						D	20230106	SAPUSER1	0545 7704618	526/708/66590		DE674080862
100	0000201101	DE	Buchental Pumpen GmbH				BUCHENTAL	Düsseldorf	40213	NW	Marktplatz 11b			0500000816	KRED						D	20190719	SAPUSER5	0885 2885329	380/673/10340		DE896748769
100	0000201102	FR	Weidenried Lagertechnik S.A.S.				WEIDENRIED	Lille	59000		Marktstraße 120			0500000817	KRED						F	20240424	SAPUSER5	0780 1291737			FR59285224086
100	0000201103	AT	Kiefernwald Aufzugstechnik KG				KIEFERNWAL	Innsbruck	6020		Brunnenring 173b			0500000818	KRED						D	20200520	SAPUSER2	0651 1300478			ATU27002794
100	0000201105	NL	Südberg Klimatechnik N.V.				SÜDBERG	Utrecht	3511 LX		Wiesenstraße 6			0500000819	KRED						E	20191013	SAPUSER5	0239 4861083			NL390665446B70
100	0000201107	DE	Waldried Hydraulik GmbH				WALDRIED	Hannover	30159	NI	Raiffeisenring 130			0500000820	LIEF	X					D	20220727	SAPUSER3	0305 1460036	690/127/29953		DE706724887
100	0000201108	DE	Weidenbrück Stahlbau GmbH				WEIDENBRÜC	Meppen	49716	NI	Quellenring 154			0500000821	KRED						D	20200528	SAPUSER1	0985 4178816	353/477/10896		DE137576081
100	0000201109	DE	Espenfeld Hydraulik GmbH				ESPENFELD	Mülheim an der Ruhr	45468	NW	Marktplatz 37			0500000822	KRED						D	20200414	SAPUSER4	0468 5860814	331/764/88096		DE327789699
100	0000201110	DE	Grünheim Elektrotechnik GmbH				GRÜNHEIM	Erding	85435	BY	Mühlengasse 151			0500000823	KRED						D	20231113	SAPUSER4	0531 357089	224/418/35392		DE188043119
100	0000201111	AT	Altau Recycling KG				ALTAU	Villach	9500		Domallee 76			0500000824	KRED						D	20210918	SAPUSER2	0961 254649			ATU98661828
100	0000201112	DE	Ostau Kunststofftechnik GmbH				OSTAU	Sonneberg	96515	TH	Ulmendamm 108a			0500000825	KRED						D	20230711	SAPUSER3	0821 9716942	364/777/64474		DE712324391
100	0000201113	DE	Lärchenberg Formenbau e.K.				LÄRCHENBER	Halberstadt	38820	ST	Raiffeisendamm 135			0500000826	KRED						D	20230305	SAPUSER3	0207 2625655	173/601/29070		DE333024280
100	0000201114	DE	Altau Stahlbau GmbH & Co. KG				ALTAU	Hildesheim	31134	NI	Amselallee 146			0500000827	KRED						D	20200728	SAPUSER3	0263 8400223	817/603/36031		DE166337496
100	0000201115	DE	Langhof Formenbau GmbH				LANGHOF	Recklinghausen	45657	NW	Ulmendamm 114b	13950	45657	0500000828	KRED						D	20220219	SAPUSER3	0579 7162782	532/177/75266		DE358164948
100	0000201116	DE	Espensee Handel KG				ESPENSEE	Frechen	50226	NW	Wiesenstraße 138			0500000829	KRED						D	20240105	SAPUSER5	0762 823237	330/394/35678		DE332170534
100	0000201117	DE	Langgrund Aufzugstechnik GmbH & Co. KG				LANGGRUND	Leer	26789	NI	Nelkenstraße 18			0500000830	KRED						D	20220107	SAPUSER1	0588 2290482	119/555/56158		DE104851050
100	0000201119	DE	Kieferndorf Lagertechnik GmbH & Co. KG				KIEFERNDOR	Germering	82110	BY	Burgring 51			0500000831	LIEF	X					D	20230105	SAPUSER3	0515 5322254	702/710/78129		DE993560085
100	0000201122	DE	Harttal Fördertechnik AG				HARTTAL	Torgau	04860	SN	Bahnhofgasse 92a			0500000832	KRED						D	20191005	SAPUSER4	0636 3267244	252/876/67099		DE536811222
100	0000201124	DE	Waldwald Lebensmittel GmbH				WALDWALD	Darmstadt	64283	HE	Eichenring 102a			0500000833	LIEF	X					D	20240721	SAPUSER2	0884 5245398	758/879/49948		DE521435823
100	0000201125	DE	Kastanienheim Werkzeugbau e.K.				KASTANIENH	Nordhausen	99734	TH	Nelkenplatz 7			0500000834	KRED						D	20230802	SAPUSER5	0287 2792868	165/179/48687		DE106511192
100	0000201126	DE	Kleinsee Zerspanung GmbH				KLEINSEE	Remscheid	42853	NW	Brunnenallee 114			0500000835	KRED						D	20230812	SAPUSER1	0647 5770315	273/748/78543		DE359943165
100	0000201129	DE	Lärchenbrück Antriebstechnik e.K.				LÄRCHENBRÜ	Reinbek	21465	SH	Mühlengasse 105			0500000836	KRED						D	20231129	SAPUSER3	0375 1775333	544/533/67284		DE714418072
100	0000201132	AT	Erlenhaus Kunststofftechnik AG				ERLENHAUS	Wien	1010		Nelkendamm 175			0500000837	LIEF	X					D	20210416	SAPUSER5	0204 6229869			ATU72875481
100	0000201133	NL	Ostbach Chemie B.V.				OSTBACH	Nijmegen	6511 AB		Nelkenallee 66			0500000838	KRED						E	20201209	SAPUSER5	0244 7421600			NL624123254B76
100	0000201136	DE	Brandfurt Aufzugstechnik GmbH				BRANDFURT	Buxtehude	21614	NI	Domweg 91b			0500000839	KRED						D	20230114	SAPUSER5	0816 706054	994/682/13664		DE879438485
100	0000201137	DE	Waldhaus Messtechnik KGaA				WALDHAUS	Pforzheim	75175	BW	Amselweg 63			0500000840	KRED						D	20230306	SAPUSER4	0329 5943335	247/194/12994		DE187745731
100	0000201138	DE	Hochsee Umformtechnik GmbH & Co. KG				HOCHSEE	Offenbach am Main	63065	HE	Fasanenstraße 133			0500000841	KRED						D	20200822	SAPUSER3	0968 4498321	467/588/54957		DE179839168
100	0000201140	DE	Lindenheim Maschinenbau eG				LINDENHEIM	Bottrop	46236	NW	Birkenweg 171			0500000842	KRED						D	20220705	SAPUSER1	0552 4332162	156/797/38109		DE887817253
100	0000201141	IT	Brandtal Getränke S.p.A.				BRANDTAL	Torino	10121		Quellendamm 13			0500000843	KRED						I	20230313	SAPUSER4	0561 4897631			IT56550100838
100	0000201143	DE	Falkenburg Bauelemente e.K.				FALKENBURG	Hameln	31785	NI	Mühlendamm 138			0500000844	KRED						D	20190211	SAPUSER4	0558 596500	600/432/15750		DE930200986
100	0000201144	DE	Espenried Aufzugstechnik GmbH				ESPENRIED	Pirna	01796	SN	Industrieweg 162a			0500000845	LIEF	X					D	20200805	SAPUSER5	0330 3846420	774/206/33307		DE562300507
100	0000201145	DE	Dornmark Aufzugstechnik KGaA				DORNMARK	Düsseldorf	40213	NW	Feldweg 94			0500000846	KRED						D	20221012	SAPUSER2	0611 6535242	879/631/32863		DE203126685
100	0000201146	DE	Steinfeld Textilien GmbH & Co. KG				STEINFELD	Saarbrücken	66111	SL	Birkenstraße 154			0500000847	LIEF	X					D	20200504	SAPUSER4	0396 6933628	382/767/14486		DE291239772
100	0000201148	DE	Feldhaus Handel UG (haftungsbeschränkt)				FELDHAUS	Husum	25813	SH	Nelkenallee 168a			0500000848	KRED						D	20221028	SAPUSER2	0423 2240484	237/359/34578		DE441022108
100	0000201149	DE	Hochstein Werkzeugbau GmbH				HOCHSTEIN	Altenburg	04600	TH	Ahorngasse 164			0500000849	KRED						D	20230504	SAPUSER1	0723 5818402	830/716/58587		DE653722267
100	0000201150	DE	Weißfeld Messtechnik GmbH				WEISSFELD	Offenbach am Main	63065	HE	Haselring 151b			0500000850	LIEF	X					D	20240814	SAPUSER3	0392 4080126	922/354/18692		DE455524892
100	0000201151	DE	Ulmenhof Kunststofftechnik GmbH				ULMENHOF	Ingolstadt	85049	BY	Eichenweg 115			0500000851	KRED						D	20201021	SAPUSER2	0568 2334452	209/302/65407		DE904698941
100	0000201152	DE	Feldau Präzisionsteile GmbH & Co. KG				FELDAU	Ludwigsburg	71634	BW	Burgring 183			0500000852	KRED						D	20240317	SAPUSER1	0277 6449441	342/653/44296		DE712893911
100	0000201154	DE	Hartbrück Umformtechnik KG				HARTBRÜCK	Euskirchen	53879	NW	Ulmenallee 113			0500000853	KRED						D	20240525	SAPUSER5	0759 9543712	572/940/49585		DE456839707
100	0000201156	NL	Erlenfurt Baustoffe N.V.				ERLENFURT	Breda	4811 DJ		Mühlenplatz 63a			0500000854	KRED						E	20240502	SAPUSER1	0739 4940013			NL492122620B33
100	0000201157	DE	Lindenbach Oberflächentechnik KG				LINDENBACH	Schwerin	19053	MV	Gartenallee 106b			0500000855	KRED						D	20231019	SAPUSER5	0394 4036477	668/368/34355		DE816590256
100	0000201158	DE	Rheinbrück Druckguss eG				RHEINBRÜCK	Emden	26721	NI	Amselring 12			0500000856	KRED						D	20190621	SAPUSER2	0295 8840451	564/752/57426		DE889481225
100	0000201159	PL	Hochbach Handel S.A.				HOCHBACH	Warszawa	00-001		Feldgasse 103			0500000857	KRED						E	20210908	SAPUSER4	0282 7261202			PL5801621133
100	0000201160	DE	Südbrück Antriebstechnik GmbH				SÜDBRÜCK	Stendal	39576	ST	Feldgasse 143			0500000858	KRED						D	20240621	SAPUSER1	0316 8588972	935/310/69007		DE965711890
100	0000201163	AT	Brandried Druckguss AG				BRANDRIED	Linz	4020		Zeppelinallee 71			0500000859	LIEF	X					D	20191219	SAPUSER5	0873 747481			ATU18124250
100	0000201166	DE	Reinwald Behälterbau eG				REINWALD	Mülheim an der Ruhr	45468	NW	Feldallee 190a			0500000860	KRED						D	20190220	SAPUSER4	0334 5793787	799/780/80673		DE558342407
100	0000201168	DE	Neuhof Bauelemente KG				NEUHOF	Göttingen	37073	NI	Hafenallee 36b			0500000861	KRED						D	20221208	SAPUSER5	0443 1873555	842/694/89228		DE725400211
100	0000201170	DE	Dornbrück Dichtungstechnik GmbH				DORNBRÜCK	Neuwied	56564	RP	Schulweg 10			0500000862	KRED						D	20240818	SAPUSER1	0527 6368112	121/512/60254		DE528072348
100	0000201171	DE	Sandhaus Elektrotechnik e.K.				SANDHAUS	Dortmund	44135	NW	Schuldamm 144			0500000863	KRED						D	20240128	SAPUSER5	0980 3803664	532/731/38514		DE770589839
100	0000201172	DE	Rheinau Formenbau AG				RHEINAU	Pforzheim	75175	BW	Pappelweg 57			0500000864	KRED						D	20230813	SAPUSER1	0328 464582	951/997/99911		DE290870588
100	0000201173	NL	Rheinberg Möbelwerke N.V.				RHEINBERG	Almere	1315 HR		Hafenweg 69b			0500000865	KRED						E	20190321	SAPUSER3	0989 7906844			NL597696425B49
100	0000201175	AT	Kiefernau Papier AG				KIEFERNAU	Sankt Pölten	3100		Quellenring 101a			0500000866	KRED						D	20230221	SAPUSER5	0982 5748971			ATU13785434
100	0000201176	DE	Rotwald Chemie GmbH				ROTWALD	Hamburg	20095	HH	Sonnengasse 170a			0500000867	KRED						D	20240207	SAPUSER2	0438 5205290	867/443/89316		DE691310848
100	0000201178	DE	Talheim Hydraulik GmbH				TALHEIM	Saarbrücken	66111	SL	Amselweg 98a			0500000868	KRED						D	20230411	SAPUSER5	0296 4488310	528/810/73208		DE359379186
100	0000201179	DE	Lindenwald Formenbau GmbH				LINDENWALD	Troisdorf	53840	NW	Amselallee 167a			0500000869	KRED						D	20210912	SAPUSER5	0834 3668783	487/464/91276		DE777052203
100	0000201181	DE	Rotberg Sanitärtechnik AG				ROTBERG	Bielefeld	33602	NW	Zeppelinallee 25b			0500000870	KRED						D	20190419	SAPUSER5	0436 6357801	120/942/52871		DE501129335
100	0000201182	DE	Kastanienfels Maschinenbau e.K.				KASTANIENF	Kerpen	50171	NW	Burgstraße 180			0500000871	KRED						D	20190607	SAPUSER1	0586 7198331	830/736/51409		DE274809854
100	0000201183	DE	Altweg Pumpen GmbH & Co. KG				ALTWEG	Aalen	73430	BW	Rosenring 31			0500000872	KRED						D	20230116	SAPUSER2	0525 9798487	730/187/44890		DE689848459
100	0000201184	DE	Berghof Lagertechnik GmbH				BERGHOF	Villingen-Schwenningen	78050	BW	Marktdamm 178a			0500000873	KRED						D	20190507	SAPUSER2	0440 6223084	651/709/24644		DE510205163
100	0000201185	PL	Altdorf Antriebstechnik S.A.				ALTDORF	Katowice	40-001		Haselgasse 19			0500000874	LIEF	X					E	20220503	SAPUSER2	0708 1595046			PL2876923287
100	0000201186	NL	Lärchendorf Logistik B.V.				LÄRCHENDOR	Groningen	9711 LM		Haselring 167			0500000875	KRED						E	20220903	SAPUSER3	0300 320616			NL126206797B23
100	0000201190	DE	Ahornheim Dichtungstechnik GmbH				AHORNHEIM	Neuss	41460	NW	Fasanenweg 144			0500000876	KRED						D	20210510	SAPUSER3	0513 8610398	275/313/39515		DE554435922
100	0000201191	CH	Waldheim Handel GmbH				WALDHEIM	Basel	4051		Birkenallee 148			0500000877	KRED						D	20220618	SAPUSER2	0612 5170646			CHE288281471MWST
100	0000201192	DE	Buchenheim Stahlbau GmbH				BUCHENHEIM	Koblenz	56068	RP	Gartengasse 123			0500000878	KRED						D	20220810	SAPUSER5	0518 9190978	417/332/90016		DE610872251
100	0000201193	DE	Weißburg Kunststofftechnik GmbH				WEISSBURG	Goslar	38640	NI	Industrieplatz 116			0500000879	KRED						D	20210117	SAPUSER5	0436 8042122	243/780/79685		DE150915413
100	0000201194	DE	Dornried Verpackungen GmbH				DORNRIED	Ludwigsburg	71634	BW	Nussbaumallee 21b			0500000880	KRED						D	20220308	SAPUSER4	0955 6819831	661/833/27086		DE690080661
100	0000201195	NL	Fichtenwald Logistik N.V.				FICHTENWAL	Almere	1315 HR		Quellenstraße 103a			0500000881	KRED						E	20240513	SAPUSER1	0854 4852023			NL253183282B55
100	0000201196	DE	Fichtenburg Bauelemente OHG				FICHTENBUR	Peine	31224	NI	Nelkengasse 158			0500000882	KRED						D	20230613	SAPUSER2	0888 2181403	402/335/70400		DE369565717
100	0000201199	DE	Lindenheim Formenbau UG (haftungsbeschränkt)				LINDENHEIM	Frechen	50226	NW	Quellengasse 143			0500000883	KRED						D	20240108	SAPUSER5	0788 6416793	753/421/18692		DE422865254
100	0000201200	DE	Neubach Aufzugstechnik OHG				NEUBACH	Hanau	63450	HE	Hafenplatz 152			0500000884	KRED						D	20190108	SAPUSER5	0363 2977142	792/347/66926		DE121340355
100	0000201201	DE	Westbrück Schleiftechnik GmbH & Co. KG				WESTBRÜCK	Oldenburg	26122	NI	Sonnendamm 186a			0500000885	KRED						D	20230423	SAPUSER2	0523 5626882	566/939/79481		DE909695196
100	0000201202	CH	Sandberg Lagertechnik GmbH				SANDBERG	Sankt Gallen	9000		Birkenstraße 137a			0500000886	KRED						D	20191205	SAPUSER3	0696 2858991			CHE206077680MWST
100	0000201204	DE	Bergfeld Zerspanung GmbH				BERGFELD	Lübeck	23552	SH	Domdamm 197			0500000887	KRED						D	20230914	SAPUSER2	0958 8314089	828/175/94315		DE862999017
100	0000201205	DE	Grünfurt Apparatebau GmbH				GRÜNFURT	Tübingen	72070	BW	Schulweg 8			0500000888	KRED						D	20200718	SAPUSER3	0993 5713993	497/107/46616		DE567853801
100	0000201206	DE	Buchenstein Lagertechnik GmbH				BUCHENSTEI	Hamm	59065	NW	Gartenring 160			0500000889	KRED						D	20230228	SAPUSER2	0873 2145716	900/386/50548		DE926414582
100	0000201209	DE	Ulmenburg Möbelwerke e.K.				ULMENBURG	Meerbusch	40667	NW	Poststraße 189a			0500000890	KRED						D	20201010	SAPUSER5	0915 9688373	172/120/32843		DE941169584
100	0000201210	DE	Zedertal Kunststofftechnik AG				ZEDERTAL	Gotha	99867	TH	Sonnendamm 87b	67720	99867	0500000891	KRED						D	20240320	SAPUSER2	0590 6827214	206/966/35114		DE810737517
100	0000201211	DE	Weißried Maschinenbau GmbH & Co. KG				WEISSRIED	Hagen	58095	NW	Nelkendamm 169b			0500000892	KRED						D	20210128	SAPUSER1	0438 4500232	740/128/88988		DE489106994
100	0000201213	DE	Brandau Systemtechnik GmbH & Co. KG				BRANDAU	Iserlohn	58636	NW	Schulgasse 186			0500000893	KRED						D	20210805	SAPUSER4	0361 5830618	686/289/52321		DE504885656
100	0000201214	DE	Ulmenwald Speditionen KG				ULMENWALD	Esslingen am Neckar	73728	BW	Wiesengasse 90			0500000894	KRED						D	20201003	SAPUSER1	0754 3743186	368/227/20988		DE321519470
100	0000201215	DE	Buchenried Handel eG				BUCHENRIED	Ansbach	91522	BY	Nussbaumweg 170			0500000895	KRED						D	20190703	SAPUSER5	0655 9767474	359/675/27231		DE523250215
100	0000201218	DE	Altheim Präzisionsteile GmbH & Co. KG				ALTHEIM	Ahlen	59227	NW	Sonnenring 110			0500000896	KRED						D	20210713	SAPUSER1	0375 7538903	552/195/17821		DE653438003
100	0000201219	IT	Sandried Fahrzeugteile S.r.l.				SANDRIED	Padova	35121		Fasanenallee 172			0500000897	KRED						I	20200115	SAPUSER5	0829 8335918			IT88514502613
100	0000201220	FR	Westburg Fördertechnik S.A.R.L.				WESTBURG	Grenoble	38000		Eichendamm 86b			0500000898	KRED						F	20240704	SAPUSER2	0629 3592967			FR86648701504
100	0000201221	DE	Sandau Antriebstechnik KGaA				SANDAU	Weiden	92637	BY	Wiesendamm 138			0500000899	KRED						D	20210122	SAPUSER3	0498 8560709	958/995/34171		DE972829466
100	0000201223	DE	Steinsee Chemie GmbH				STEINSEE	Aurich	26603	NI	Birkenweg 36a			0500000900	KRED						D	20240628	SAPUSER1	0611 2383333	999/671/88260		DE534206792
100	0000201225	DE	Bernwald Umformtechnik UG (haftungsbeschränkt)				BERNWALD	Germering	82110	BY	Bahnhofstraße 11	29425	82110	0500000901	KRED						D	20200927	SAPUSER3	0520 798168	166/613/74820		DE153913803
100	0000201226	AT	Espenbach Schleiftechnik AG				ESPENBACH	Wels	4600		Burgplatz 19b			0500000902	KRED						D	20240806	SAPUSER5	0415 2122655			ATU09258312
100	0000201227	DE	Rotgrund Armaturen SE				ROTGRUND	Bergisch Gladbach	51465	NW	Kirschring 31			0500000903	KRED						D	20231220	SAPUSER5	0424 3152502	387/161/85358		DE440553705
100	0000201228	DE	Haselweg Recycling GmbH				HASELWEG	Schweinfurt	97421	BY	Raiffeisenstraße 141			0500000904	KRED						D	20191120	SAPUSER4	0869 8282045	350/157/85168		DE561408504
100	0000201229	DE	Weidenfurt Apparatebau GmbH				WEIDENFURT	Gladbeck	45964	NW	Eichendamm 28b			0500000905	LIEF	X					D	20190707	SAPUSER1	0889 2351807	703/948/23508		DE719148225
100	0000201230	DE	Zedermark Getränke KG				ZEDERMARK	Buxtehude	21614	NI	Hafenplatz 90			0500000906	KRED						D	20231217	SAPUSER3	0551 1917877	402/761/82221		DE706185872
100	0000201231	DE	Weidenfels Druckguss KG				WEIDENFELS	Aschaffenburg	63739	BY	Quellengasse 121b			0500000907	KRED						D	20220719	SAPUSER5	0742 2673008	480/176/23553		DE909506917
100	0000201232	DE	Hartfeld Präzisionsteile UG (haftungsbeschränkt)				HARTFELD	Iserlohn	58636	NW	Gartenweg 119			0500000908	KRED						D	20240728	SAPUSER4	0529 3224901	156/578/85320		DE230754648
100	0000201233	DE	Kleinburg Maschinenbau GmbH & Co. KG				KLEINBURG	Braunschweig	38100	NI	Hafenweg 157			0500000909	KRED						D	20210805	SAPUSER3	0248 7639713	735/195/52701		DE772604817
100	0000201234	DE	Weidental Apparatebau GmbH				WEIDENTAL	Wolfsburg	38440	NI	Haselgasse 140			0500000910	KRED						D	20211114	SAPUSER5	0680 236523	724/208/96184		DE171631118
100	0000201235	DE	Haselfels Papier AG				HASELFELS	Remscheid	42853	NW	Industriedamm 153			0500000911	KRED						D	20210705	SAPUSER3	0702 2335935	428/729/39679		DE559242108
100	0000201236	DE	Hartau Lebensmittel GmbH				HARTAU	Freising	85354	BY	Nelkendamm 26	80355	85354	0500000912	KRED						D	20240129	SAPUSER2	0843 4436276	870/812/85127		DE596375453
100	0000201237	CH	Steinberg Formenbau GmbH				STEINBERG	Genf	1201		Industriering 25			0500000913	KRED						D	20201211	SAPUSER2	0661 1843886			CHE661317877MWST
100	0000201238	DE	Kieferntal Behälterbau GmbH & Co. KG				KIEFERNTAL	Villingen-Schwenningen	78050	BW	Nelkendamm 36			0500000914	KRED						D	20211106	SAPUSER2	0474 7862618	396/892/49691		DE612304474
100	0000201239	NL	Holunderweg Apparatebau N.V.				HOLUNDERWE	Eindhoven	5611 AZ		Haselweg 5			0500000915	KRED						E	20240804	SAPUSER3	0747 4069082			NL846625746B23
